"repo_id","date","release_count","repo_group_id","repo_git","repo_path","repo_name","repo_added","repo_type","url","owner_id","description","primary_language","created_at","forked_from","updated_at","repo_archived_date_collected","repo_archived","tool_source","tool_version","data_source","data_collection_date","org_name"
150915,2012-07-07,1,25749,"https://github.com/php/pecl-file_formats-lzf","github.com-php-pecl-file_formats-lzf","pecl-file_formats-lzf","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150915,2012-07-08,1,25749,"https://github.com/php/pecl-file_formats-lzf","github.com-php-pecl-file_formats-lzf","pecl-file_formats-lzf","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150915,NA,7,25749,"https://github.com/php/pecl-file_formats-lzf","github.com-php-pecl-file_formats-lzf","pecl-file_formats-lzf","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,2004-08-14,1,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,2004-08-19,1,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,2004-09-12,1,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,2008-07-01,1,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,2012-12-14,1,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150916,NA,5,25749,"https://github.com/php/pecl-file_system-xattr","github.com-php-pecl-file_system-xattr","pecl-file_system-xattr","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2006-12-05,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2008-07-08,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2008-08-25,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2009-01-22,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2009-03-15,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2009-06-16,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2011-07-26,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2011-08-08,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2011-08-15,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2020-01-25,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2020-01-26,2,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2020-01-28,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2021-09-28,2,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
150917,2021-09-29,1,25749,"https://github.com/php/pecl-php-uploadprogress","github.com-php-pecl-php-uploadprogress","pecl-php-uploadprogress","2024-01-22 13:08:02","Organization","NULL","NULL","NULL","NULL","NULL","Parent not available","NULL","NULL","0","Frontend",1,"Git","2024-01-22 13:08:02","php"
