commit_month,avg_commits_per_contributor,org_name
2014-10-01,35.18421052631579,rubygems
2014-11-01,35.07692307692308,rubygems
2014-12-01,31.03846153846154,rubygems
2015-01-01,27.517241379310345,rubygems
2015-02-01,30.076923076923077,rubygems
2015-03-01,41.57377049180328,rubygems
2015-04-01,17.892857142857142,rubygems
2015-05-01,22.54,rubygems
2015-06-01,27.12727272727273,rubygems
2015-07-01,43.833333333333336,rubygems
2015-08-01,25.428571428571427,rubygems
2015-09-01,17.72222222222222,rubygems
2015-10-01,18.311475409836067,rubygems
2015-11-01,36.166666666666664,rubygems
2015-12-01,45.92,rubygems
2016-01-01,32.68518518518518,rubygems
2016-02-01,18.125,rubygems
2016-03-01,19.366666666666667,rubygems
2016-04-01,56.73170731707317,rubygems
2016-05-01,45.148148148148145,rubygems
2016-06-01,50.12820512820513,rubygems
2016-07-01,73.0,rubygems
2016-08-01,109.86363636363636,rubygems
2016-09-01,44.425,rubygems
2016-10-01,18.425531914893618,rubygems
2016-11-01,24.926829268292682,rubygems
2016-12-01,30.25,rubygems
2017-01-01,51.88095238095238,rubygems
2017-02-01,33.78048780487805,rubygems
2017-03-01,45.82051282051282,rubygems
2017-04-01,68.68571428571428,rubygems
2017-05-01,66.58823529411765,rubygems
2017-06-01,56.75,rubygems
2017-07-01,54.0,rubygems
2017-08-01,63.875,rubygems
2017-09-01,33.68571428571428,rubygems
2017-10-01,36.65625,rubygems
2017-11-01,10.090909090909092,rubygems
2017-12-01,17.939393939393938,rubygems
2018-01-01,26.1,rubygems
2018-02-01,19.6046511627907,rubygems
2018-03-01,21.21951219512195,rubygems
2018-04-01,12.162162162162161,rubygems
2018-05-01,21.03030303030303,rubygems
2018-06-01,49.54054054054054,rubygems
2018-07-01,24.964285714285715,rubygems
2018-08-01,19.29032258064516,rubygems
2018-09-01,19.848484848484848,rubygems
2018-10-01,38.608695652173914,rubygems
2018-11-01,68.54054054054055,rubygems
2018-12-01,14.833333333333334,rubygems
2019-01-01,31.761904761904763,rubygems
2019-02-01,130.47619047619048,rubygems
2019-03-01,45.30769230769231,rubygems
2019-04-01,57.06896551724138,rubygems
2019-05-01,22.166666666666668,rubygems
2019-06-01,24.714285714285715,rubygems
2019-07-01,20.43243243243243,rubygems
2019-08-01,91.29268292682927,rubygems
2019-09-01,29.285714285714285,rubygems
2019-10-01,62.27777777777778,rubygems
2019-11-01,28.928571428571427,rubygems
2019-12-01,26.307692307692307,rubygems
2020-01-01,67.17857142857143,rubygems
2020-02-01,19.464285714285715,rubygems
2020-03-01,33.39393939393939,rubygems
2020-04-01,85.11111111111111,rubygems
2020-05-01,107.03030303030303,rubygems
2020-06-01,36.14705882352941,rubygems
2020-07-01,68.87096774193549,rubygems
2020-08-01,15.16,rubygems
2020-09-01,62.142857142857146,rubygems
2020-10-01,48.25,rubygems
2020-11-01,16.272727272727273,rubygems
2020-12-01,123.18181818181819,rubygems
2021-01-01,327.84,rubygems
2021-02-01,78.08695652173913,rubygems
2021-03-01,19.333333333333332,rubygems
2021-04-01,70.88,rubygems
2021-05-01,33.65,rubygems
2021-06-01,29.666666666666668,rubygems
2021-07-01,23.31578947368421,rubygems
2021-08-01,20.75,rubygems
2021-09-01,10.25,rubygems
2021-10-01,118.36,rubygems
2021-11-01,30.157894736842106,rubygems
2021-12-01,31.217391304347824,rubygems
2022-01-01,48.5,rubygems
2022-02-01,15.055555555555555,rubygems
2022-03-01,110.52,rubygems
2022-04-01,30.36842105263158,rubygems
2022-05-01,18.76,rubygems
2022-06-01,35.06896551724138,rubygems
2022-07-01,471.42857142857144,rubygems
2022-08-01,32.69230769230769,rubygems
2022-09-01,28.36,rubygems
2022-10-01,18.75,rubygems
2022-11-01,12.869565217391305,rubygems
2022-12-01,116.75,rubygems
2023-01-01,35.70967741935484,rubygems
2023-02-01,31.57894736842105,rubygems
2023-03-01,89.83870967741936,rubygems
2023-04-01,172.47619047619048,rubygems
2023-05-01,30.136363636363637,rubygems
2023-06-01,29.82608695652174,rubygems
2023-07-01,24.642857142857142,rubygems
2023-08-01,30.142857142857142,rubygems
2023-09-01,28.5,rubygems
2023-10-01,80.77777777777777,rubygems
2023-11-01,24.208333333333332,rubygems
2023-12-01,61.84,rubygems
2024-01-01,33.333333333333336,rubygems
2024-02-01,27.48,rubygems
2024-03-01,13.0,rubygems
2024-04-01,17.727272727272727,rubygems
2013-08-01,15.0,uutils
2013-10-01,10.0,uutils
2013-11-01,5.6,uutils
2013-12-01,11.3,uutils
2014-01-01,8.2,uutils
2014-02-01,29.833333333333332,uutils
2014-03-01,15.11111111111111,uutils
2014-04-01,12.5,uutils
2014-05-01,53.625,uutils
2014-06-01,27.42105263157895,uutils
2014-07-01,32.916666666666664,uutils
2014-08-01,5.0,uutils
2014-09-01,24.75,uutils
2014-10-01,10.0,uutils
2014-11-01,30.25,uutils
2014-12-01,11.727272727272727,uutils
2015-01-01,42.785714285714285,uutils
2015-02-01,56.42857142857143,uutils
2015-03-01,6.0,uutils
2015-04-01,22.666666666666668,uutils
2015-05-01,37.0,uutils
2015-06-01,18.333333333333332,uutils
2015-07-01,13.6,uutils
2015-08-01,21.428571428571427,uutils
2015-09-01,4.8,uutils
2015-10-01,16.666666666666668,uutils
2015-11-01,171.5,uutils
2015-12-01,48.625,uutils
2016-01-01,31.75,uutils
2016-02-01,14.714285714285714,uutils
2016-03-01,8.583333333333334,uutils
2016-04-01,4.714285714285714,uutils
2016-05-01,19.5,uutils
2016-06-01,10.555555555555555,uutils
2016-07-01,19.636363636363637,uutils
2016-08-01,37.6875,uutils
2016-09-01,3.4,uutils
2016-10-01,2.4,uutils
2016-11-01,16.3,uutils
2016-12-01,5.916666666666667,uutils
2017-01-01,5.0,uutils
2017-02-01,84.0,uutils
2017-03-01,24.714285714285715,uutils
2017-04-01,6.0,uutils
2017-05-01,3.0,uutils
2017-06-01,3.0,uutils
2017-07-01,16.571428571428573,uutils
2017-08-01,4.125,uutils
2017-09-01,2.0,uutils
2017-10-01,7.857142857142857,uutils
2017-11-01,3.4285714285714284,uutils
2017-12-01,50.5,uutils
2018-01-01,7.6,uutils
2018-02-01,2.0,uutils
2018-03-01,53.625,uutils
2018-04-01,4.5,uutils
2018-05-01,9.25,uutils
2018-06-01,35.5,uutils
2018-07-01,24.5,uutils
2018-08-01,7.0,uutils
2018-09-01,15.333333333333334,uutils
2018-10-01,2.9,uutils
2018-11-01,5.0,uutils
2018-12-01,31.0,uutils
2019-01-01,33.0,uutils
2019-02-01,10.4,uutils
2019-03-01,1.6666666666666667,uutils
2019-04-01,17.555555555555557,uutils
2019-05-01,56.75,uutils
2019-06-01,14.666666666666666,uutils
2019-07-01,6.0,uutils
2019-08-01,1.25,uutils
2019-09-01,3.3333333333333335,uutils
2019-10-01,9.4,uutils
2019-12-01,353.0,uutils
2020-01-01,59.166666666666664,uutils
2020-02-01,11.0,uutils
2020-03-01,3.0,uutils
2020-04-01,120.57142857142857,uutils
2020-05-01,139.4,uutils
2020-06-01,47.8,uutils
2020-07-01,17.5,uutils
2020-08-01,9.833333333333334,uutils
2020-09-01,2.3333333333333335,uutils
2020-10-01,16.666666666666668,uutils
2020-11-01,170.0,uutils
2020-12-01,26.5,uutils
2021-01-01,49.75,uutils
2021-02-01,24.2,uutils
2021-03-01,12.839285714285714,uutils
2021-04-01,27.930232558139537,uutils
2021-05-01,37.46875,uutils
2021-06-01,55.0,uutils
2021-07-01,32.76923076923077,uutils
2021-08-01,30.96,uutils
2021-09-01,27.11764705882353,uutils
