month,unique_contributors,org_name
2015-11,15,prefix-dev
2015-12,14,prefix-dev
2016-01,16,prefix-dev
2016-02,20,prefix-dev
2016-03,17,prefix-dev
2016-04,22,prefix-dev
2016-05,14,prefix-dev
2016-06,15,prefix-dev
2016-07,16,prefix-dev
2016-08,17,prefix-dev
2016-09,19,prefix-dev
2016-10,15,prefix-dev
2016-11,12,prefix-dev
2016-12,12,prefix-dev
2017-01,19,prefix-dev
2017-02,12,prefix-dev
2017-03,8,prefix-dev
2017-04,18,prefix-dev
2017-05,13,prefix-dev
2017-06,13,prefix-dev
2017-07,11,prefix-dev
2017-08,11,prefix-dev
2017-09,9,prefix-dev
2017-10,9,prefix-dev
2017-11,11,prefix-dev
2017-12,13,prefix-dev
2018-01,8,prefix-dev
2018-02,7,prefix-dev
2018-03,9,prefix-dev
2018-04,5,prefix-dev
2018-05,8,prefix-dev
2018-06,9,prefix-dev
2018-07,13,prefix-dev
2018-08,9,prefix-dev
2018-09,18,prefix-dev
2018-10,15,prefix-dev
2018-11,9,prefix-dev
2018-12,9,prefix-dev
2019-01,12,prefix-dev
2019-02,8,prefix-dev
2019-03,12,prefix-dev
2019-04,11,prefix-dev
2019-05,15,prefix-dev
2019-06,4,prefix-dev
2019-07,15,prefix-dev
2019-08,8,prefix-dev
2019-09,7,prefix-dev
2019-10,6,prefix-dev
2019-11,5,prefix-dev
2019-12,8,prefix-dev
2020-01,12,prefix-dev
2020-02,6,prefix-dev
2020-03,9,prefix-dev
2020-04,12,prefix-dev
2020-05,8,prefix-dev
2020-06,6,prefix-dev
2020-07,4,prefix-dev
2020-08,10,prefix-dev
2020-09,5,prefix-dev
2020-10,7,prefix-dev
2020-11,8,prefix-dev
2020-12,5,prefix-dev
2021-01,5,prefix-dev
2021-02,8,prefix-dev
2021-03,3,prefix-dev
2021-04,3,prefix-dev
2021-05,4,prefix-dev
2021-06,2,prefix-dev
2021-07,5,prefix-dev
2021-08,4,prefix-dev
2021-09,11,prefix-dev
2021-10,4,prefix-dev
2021-11,5,prefix-dev
2021-12,3,prefix-dev
2022-01,2,prefix-dev
2022-02,2,prefix-dev
2022-03,3,prefix-dev
2022-04,2,prefix-dev
2022-05,3,prefix-dev
2022-06,6,prefix-dev
2022-07,3,prefix-dev
2022-08,3,prefix-dev
2022-09,3,prefix-dev
2022-10,6,prefix-dev
2022-11,3,prefix-dev
2022-12,5,prefix-dev
2023-01,5,prefix-dev
2023-02,5,prefix-dev
2023-03,7,prefix-dev
2023-04,1,prefix-dev
2023-05,2,prefix-dev
2023-06,1,prefix-dev
2023-07,2,prefix-dev
2023-08,1,prefix-dev
2023-09,2,prefix-dev
2023-10,1,prefix-dev
2023-11,1,prefix-dev
2012-02,1,pyca
2012-03,1,pyca
2012-04,1,pyca
2012-06,3,pyca
2012-07,3,pyca
2012-08,9,pyca
2012-10,1,pyca
2012-11,2,pyca
2012-12,2,pyca
2013-01,2,pyca
2013-02,1,pyca
2013-03,1,pyca
2013-04,1,pyca
2013-05,1,pyca
2013-06,3,pyca
2013-07,3,pyca
2013-08,2,pyca
2013-09,1,pyca
2013-10,2,pyca
2013-11,3,pyca
2013-12,3,pyca
2014-01,1,pyca
2014-03,2,pyca
2014-04,1,pyca
2014-05,3,pyca
2014-06,2,pyca
2014-07,2,pyca
2014-09,1,pyca
2014-10,2,pyca
2014-11,1,pyca
2014-12,2,pyca
2015-01,2,pyca
2015-03,5,pyca
2015-04,3,pyca
2015-05,1,pyca
2015-06,1,pyca
2015-07,2,pyca
2015-08,1,pyca
2015-09,1,pyca
2015-10,4,pyca
2015-11,1,pyca
2015-12,1,pyca
2016-01,2,pyca
2016-02,1,pyca
2016-04,3,pyca
2016-06,2,pyca
2016-07,1,pyca
2016-08,1,pyca
2016-09,1,pyca
2016-11,1,pyca
2017-01,1,pyca
2017-03,3,pyca
2017-04,1,pyca
2017-05,1,pyca
2017-07,2,pyca
2017-11,1,pyca
2018-05,2,pyca
2018-06,1,pyca
2018-07,1,pyca
2018-08,1,pyca
2018-12,1,pyca
2019-03,1,pyca
2019-08,1,pyca
2019-12,1,pyca
2020-04,1,pyca
2020-07,1,pyca
2021-02,1,pyca
2021-06,1,pyca
2021-08,1,pyca
2022-01,1,pyca
2022-06,1,pyca
2022-07,1,pyca
2022-11,1,pyca
2023-02,1,pyca
2023-04,1,pyca
2023-07,1,pyca
2023-09,1,pyca
2012-01,2,qos-ch
2012-02,2,qos-ch
2012-03,1,qos-ch
2012-05,1,qos-ch
2012-07,1,qos-ch
2012-08,1,qos-ch
2012-09,1,qos-ch
2012-10,1,qos-ch
2012-11,1,qos-ch
2012-12,2,qos-ch
2013-01,1,qos-ch
2013-05,1,qos-ch
2013-08,1,qos-ch
2013-10,2,qos-ch
2013-12,1,qos-ch
2014-01,2,qos-ch
2014-06,1,qos-ch
2014-08,1,qos-ch
2014-11,1,qos-ch
2014-12,1,qos-ch
2015-01,1,qos-ch
2015-02,2,qos-ch
2015-06,1,qos-ch
2015-07,2,qos-ch
2015-08,2,qos-ch
2015-09,2,qos-ch
2016-02,1,qos-ch
2016-03,2,qos-ch
2016-04,2,qos-ch
2016-05,1,qos-ch
2016-06,1,qos-ch
2016-09,1,qos-ch
2016-11,1,qos-ch
2017-04,1,qos-ch
2017-07,1,qos-ch
2017-08,1,qos-ch
2017-11,1,qos-ch
2018-06,1,qos-ch
2019-07,1,qos-ch
2019-12,1,qos-ch
2020-09,1,qos-ch
2021-03,1,qos-ch
2021-12,1,qos-ch
2022-05,1,qos-ch
2023-09,1,qos-ch
2012-01,7,rubygems
2012-02,10,rubygems
2012-03,9,rubygems
2012-04,8,rubygems
2012-05,6,rubygems
2012-06,6,rubygems
2012-07,12,rubygems
2012-08,12,rubygems
2012-09,7,rubygems
2012-10,5,rubygems
2012-11,8,rubygems
2012-12,8,rubygems
2013-01,16,rubygems
2013-02,8,rubygems
2013-03,6,rubygems
2013-04,6,rubygems
2013-05,10,rubygems
2013-06,11,rubygems
2013-07,6,rubygems
2013-08,4,rubygems
2013-09,5,rubygems
2013-10,4,rubygems
2013-11,8,rubygems
2013-12,9,rubygems
2014-01,9,rubygems
2014-02,9,rubygems
2014-03,7,rubygems
2014-04,9,rubygems
2014-05,4,rubygems
2014-06,6,rubygems
2014-07,10,rubygems
2014-08,3,rubygems
2014-09,7,rubygems
2014-10,10,rubygems
2014-11,5,rubygems
2014-12,5,rubygems
2015-01,4,rubygems
2015-02,5,rubygems
2015-03,8,rubygems
2015-04,9,rubygems
2015-05,6,rubygems
2015-06,3,rubygems
2015-07,4,rubygems
2015-08,4,rubygems
2015-09,3,rubygems
2015-10,4,rubygems
2015-11,4,rubygems
2015-12,4,rubygems
2016-01,5,rubygems
2016-02,5,rubygems
2016-03,6,rubygems
2016-04,7,rubygems
2016-05,2,rubygems
2016-06,3,rubygems
2016-07,2,rubygems
2016-08,2,rubygems
2016-09,4,rubygems
2016-10,4,rubygems
2016-11,1,rubygems
2016-12,5,rubygems
2017-01,4,rubygems
2017-02,4,rubygems
2017-03,2,rubygems
2017-04,1,rubygems
2017-05,5,rubygems
2017-07,3,rubygems
2017-08,3,rubygems
2017-09,2,rubygems
2017-10,3,rubygems
2017-11,2,rubygems
2017-12,1,rubygems
2018-01,2,rubygems
2018-04,1,rubygems
2018-05,2,rubygems
2018-06,2,rubygems
2018-07,4,rubygems
2018-08,5,rubygems
2018-09,3,rubygems
2018-10,4,rubygems
2018-11,2,rubygems
2018-12,3,rubygems
2019-01,3,rubygems
2019-02,1,rubygems
2019-03,1,rubygems
2019-04,1,rubygems
2019-05,2,rubygems
2019-06,1,rubygems
2019-07,1,rubygems
2019-09,1,rubygems
2019-10,3,rubygems
2019-11,3,rubygems
2019-12,2,rubygems
2020-01,6,rubygems
2020-02,1,rubygems
2020-03,2,rubygems
2020-04,4,rubygems
2020-05,1,rubygems
2020-06,1,rubygems
2020-07,3,rubygems
2020-08,1,rubygems
2020-09,3,rubygems
2020-10,3,rubygems
2020-11,1,rubygems
2020-12,1,rubygems
2021-01,3,rubygems
2021-02,3,rubygems
2021-05,1,rubygems
2021-06,2,rubygems
2021-09,4,rubygems
2021-10,2,rubygems
2021-11,2,rubygems
2022-01,2,rubygems
2022-02,1,rubygems
2022-04,3,rubygems
2022-05,1,rubygems
2022-06,3,rubygems
2022-07,1,rubygems
2022-08,3,rubygems
2022-09,1,rubygems
2022-10,2,rubygems
2022-11,1,rubygems
2022-12,5,rubygems
2023-01,3,rubygems
2023-02,2,rubygems
2023-05,1,rubygems
2023-06,1,rubygems
2012-01,3,rustls
2012-02,4,rustls
2012-04,2,rustls
2012-05,2,rustls
2012-06,2,rustls
2012-10,4,rustls
2012-11,3,rustls
2013-02,3,rustls
2013-03,1,rustls
2013-04,2,rustls
2013-05,1,rustls
2013-06,1,rustls
2013-07,1,rustls
2013-09,1,rustls
2013-10,2,rustls
2013-12,3,rustls
2014-01,3,rustls
2014-02,1,rustls
2014-03,2,rustls
2014-04,1,rustls
2014-06,1,rustls
2014-07,2,rustls
2014-08,1,rustls
2014-10,3,rustls
2014-11,3,rustls
2014-12,4,rustls
2015-01,1,rustls
2015-02,2,rustls
2015-03,2,rustls
2015-06,2,rustls
2015-08,1,rustls
2015-09,2,rustls
2015-11,1,rustls
2015-12,2,rustls
2016-02,1,rustls
2016-03,2,rustls
2016-06,2,rustls
2016-08,2,rustls
2016-10,1,rustls
2017-01,1,rustls
2017-02,2,rustls
2017-03,1,rustls
2017-06,2,rustls
2017-07,1,rustls
2017-09,1,rustls
2017-11,1,rustls
2018-01,2,rustls
2018-02,1,rustls
2018-05,2,rustls
2018-06,1,rustls
2018-09,1,rustls
2018-10,1,rustls
2019-01,1,rustls
2019-11,2,rustls
2020-04,1,rustls
2021-01,1,rustls
2021-09,1,rustls
2022-03,1,rustls
2022-05,2,rustls
2022-08,1,rustls
2012-01,59,systemd
2012-02,87,systemd
2012-03,91,systemd
2012-04,64,systemd
2012-05,63,systemd
2012-06,58,systemd
2012-07,83,systemd
2012-08,73,systemd
2012-09,59,systemd
2012-10,79,systemd
2012-11,69,systemd
2012-12,77,systemd
2013-01,99,systemd
2013-02,78,systemd
2013-03,85,systemd
2013-04,78,systemd
2013-05,71,systemd
2013-06,62,systemd
2013-07,65,systemd
2013-08,59,systemd
2013-09,49,systemd
2013-10,67,systemd
2013-11,51,systemd
2013-12,66,systemd
2014-01,70,systemd
2014-02,62,systemd
2014-03,60,systemd
2014-04,62,systemd
2014-05,60,systemd
2014-06,43,systemd
2014-07,55,systemd
2014-08,49,systemd
2014-09,63,systemd
2014-10,68,systemd
2014-11,60,systemd
2014-12,39,systemd
