month,active_repositories,org_name
2022-06,783,apache
2022-07,747,apache
2022-08,727,apache
2022-09,717,apache
2022-10,796,apache
2022-11,799,apache
2022-12,702,apache
2023-01,806,apache
2023-02,769,apache
2023-03,822,apache
2023-04,1131,apache
2023-05,775,apache
2023-06,727,apache
2023-07,731,apache
2023-08,739,apache
2023-09,713,apache
2023-10,1031,apache
2023-11,723,apache
2023-12,713,apache
2024-01,756,apache
2024-02,713,apache
2024-03,721,apache
2024-04,547,apache
2012-01,2,curl
2012-02,2,curl
2012-03,2,curl
2012-04,2,curl
2012-05,2,curl
2012-06,2,curl
2012-07,2,curl
2012-08,2,curl
2012-09,2,curl
2012-10,2,curl
2012-11,2,curl
2012-12,2,curl
2013-01,2,curl
2013-02,2,curl
2013-03,2,curl
2013-04,2,curl
2013-05,2,curl
2013-06,2,curl
2013-07,2,curl
2013-08,2,curl
2013-09,2,curl
2013-10,2,curl
2013-11,2,curl
2013-12,2,curl
2014-01,2,curl
2014-02,2,curl
2014-03,2,curl
2014-04,2,curl
2014-05,2,curl
2014-06,2,curl
2014-07,2,curl
2014-08,2,curl
2014-09,2,curl
2014-10,2,curl
2014-11,2,curl
2014-12,2,curl
2015-01,2,curl
2015-02,2,curl
2015-03,2,curl
2015-04,2,curl
2015-05,2,curl
2015-06,2,curl
2015-07,2,curl
2015-08,2,curl
2015-09,5,curl
2015-10,4,curl
2015-11,4,curl
2015-12,4,curl
2016-01,4,curl
2016-02,4,curl
2016-03,4,curl
2016-04,5,curl
2016-05,4,curl
2016-06,4,curl
2016-07,3,curl
2016-08,4,curl
2016-09,4,curl
2016-10,4,curl
2016-11,4,curl
2016-12,4,curl
2017-01,4,curl
2017-02,4,curl
2017-03,4,curl
2017-04,3,curl
2017-05,4,curl
2017-06,4,curl
2017-07,4,curl
2017-08,5,curl
2017-09,6,curl
2017-10,5,curl
2017-11,5,curl
2017-12,5,curl
2018-01,4,curl
2018-02,4,curl
2018-03,5,curl
2018-04,7,curl
2018-05,5,curl
2018-06,6,curl
2018-07,3,curl
2018-08,7,curl
2018-09,7,curl
2018-10,5,curl
2018-11,4,curl
2018-12,5,curl
2019-01,4,curl
2019-02,5,curl
2019-03,3,curl
2019-04,6,curl
2019-05,4,curl
2019-06,5,curl
2019-07,5,curl
2019-08,6,curl
2019-09,6,curl
2019-10,6,curl
2019-11,7,curl
2019-12,4,curl
2020-01,5,curl
2020-02,3,curl
2020-03,5,curl
2020-04,6,curl
2020-05,7,curl
2020-06,6,curl
2020-07,6,curl
2020-08,6,curl
2020-09,5,curl
2020-10,6,curl
2020-11,5,curl
2020-12,6,curl
2021-01,5,curl
2021-02,5,curl
2021-03,7,curl
2021-04,6,curl
2021-05,6,curl
2021-06,7,curl
2021-07,6,curl
2021-08,6,curl
2021-09,8,curl
2021-10,4,curl
2021-11,6,curl
2021-12,7,curl
2022-01,6,curl
2022-02,5,curl
2022-03,7,curl
2022-04,6,curl
2022-05,4,curl
2022-06,4,curl
2022-07,5,curl
2022-08,5,curl
2022-09,7,curl
2022-10,7,curl
2022-11,6,curl
2022-12,6,curl
2023-01,7,curl
2023-02,6,curl
2023-03,10,curl
2023-04,5,curl
2023-05,7,curl
2023-06,9,curl
2023-07,7,curl
2023-08,7,curl
2023-09,6,curl
2023-10,7,curl
2023-11,5,curl
2023-12,8,curl
2024-01,9,curl
2024-02,6,curl
2024-03,6,curl
2024-04,4,curl
2012-02,1,fortran-lang
2012-06,1,fortran-lang
2013-02,1,fortran-lang
2015-02,1,fortran-lang
2017-05,1,fortran-lang
2017-07,1,fortran-lang
2017-08,1,fortran-lang
2017-09,1,fortran-lang
2017-10,1,fortran-lang
2017-11,1,fortran-lang
2017-12,2,fortran-lang
2018-01,1,fortran-lang
2018-03,1,fortran-lang
2018-04,2,fortran-lang
2018-05,2,fortran-lang
2018-06,2,fortran-lang
2018-07,2,fortran-lang
2018-08,1,fortran-lang
2018-09,1,fortran-lang
2018-10,2,fortran-lang
2018-11,1,fortran-lang
2019-01,2,fortran-lang
2019-02,1,fortran-lang
2019-03,2,fortran-lang
2019-04,1,fortran-lang
2019-05,1,fortran-lang
2019-06,2,fortran-lang
2019-07,2,fortran-lang
2019-08,2,fortran-lang
2019-09,1,fortran-lang
2019-11,1,fortran-lang
2019-12,3,fortran-lang
2020-01,4,fortran-lang
2020-02,4,fortran-lang
2020-03,4,fortran-lang
2020-04,6,fortran-lang
2020-05,7,fortran-lang
2020-06,6,fortran-lang
2020-07,9,fortran-lang
2020-08,4,fortran-lang
2020-09,6,fortran-lang
2020-10,7,fortran-lang
2020-11,7,fortran-lang
2020-12,8,fortran-lang
2021-01,6,fortran-lang
2021-02,8,fortran-lang
2021-03,12,fortran-lang
2021-04,12,fortran-lang
2021-05,9,fortran-lang
2021-06,7,fortran-lang
2021-07,11,fortran-lang
2021-08,10,fortran-lang
2021-09,12,fortran-lang
2021-10,8,fortran-lang
2021-11,10,fortran-lang
2021-12,11,fortran-lang
2022-01,10,fortran-lang
2022-02,10,fortran-lang
2022-03,11,fortran-lang
2022-04,10,fortran-lang
2022-05,10,fortran-lang
2022-06,12,fortran-lang
2022-07,11,fortran-lang
2022-08,10,fortran-lang
2022-09,13,fortran-lang
2022-10,8,fortran-lang
2022-11,11,fortran-lang
2022-12,6,fortran-lang
2023-01,9,fortran-lang
2023-02,10,fortran-lang
2023-03,9,fortran-lang
2023-04,11,fortran-lang
2023-05,13,fortran-lang
2023-06,11,fortran-lang
2023-07,11,fortran-lang
2023-08,8,fortran-lang
2023-09,8,fortran-lang
2023-10,10,fortran-lang
2023-11,9,fortran-lang
2023-12,11,fortran-lang
2024-01,11,fortran-lang
2024-02,9,fortran-lang
2024-03,10,fortran-lang
2024-04,6,fortran-lang
2015-06,1,openjs-foundation
2015-07,1,openjs-foundation
2015-08,1,openjs-foundation
2016-07,1,openjs-foundation
2016-08,1,openjs-foundation
2016-09,1,openjs-foundation
2016-11,1,openjs-foundation
2017-01,1,openjs-foundation
2017-04,1,openjs-foundation
2017-09,1,openjs-foundation
2017-10,1,openjs-foundation
2017-11,1,openjs-foundation
2017-12,1,openjs-foundation
2018-01,1,openjs-foundation
2018-03,2,openjs-foundation
2018-04,2,openjs-foundation
2018-05,2,openjs-foundation
2018-06,2,openjs-foundation
2018-07,1,openjs-foundation
2018-08,1,openjs-foundation
2018-09,2,openjs-foundation
2018-10,3,openjs-foundation
2018-11,3,openjs-foundation
2018-12,1,openjs-foundation
2019-01,3,openjs-foundation
2019-02,3,openjs-foundation
2019-03,3,openjs-foundation
2019-04,3,openjs-foundation
2019-05,3,openjs-foundation
2019-06,3,openjs-foundation
2019-07,3,openjs-foundation
2019-08,3,openjs-foundation
2019-09,3,openjs-foundation
2019-10,3,openjs-foundation
2019-11,3,openjs-foundation
2019-12,4,openjs-foundation
2020-01,6,openjs-foundation
2020-02,5,openjs-foundation
2020-03,6,openjs-foundation
2020-04,6,openjs-foundation
2020-05,7,openjs-foundation
2020-06,4,openjs-foundation
2020-07,1,openjs-foundation
2020-08,5,openjs-foundation
2020-09,3,openjs-foundation
