time_period,org_name,running_total_open_issues,release_count,unique_contributors,avg_commits_per_contributor,average_closure_days,unique_pull_requests,open_pull_requests,closed_pull_requests,treated
2016-01-01,apache,3552.0,7.0,105.0,126.32707355242566,246.4599541887444,2965.0,32.0,2933.0,0
2016-02-01,apache,3652.0,7.0,106.0,104.42670682730925,256.12321249769286,3449.0,37.0,3412.0,0
2016-03-01,apache,3925.0,12.0,115.0,110.44383968332508,215.9481100718584,4153.0,48.0,4105.0,0
2016-04-01,apache,4241.0,7.0,89.0,122.45223529411764,241.39897215579265,4166.0,38.0,4128.0,0
2016-05-01,apache,4414.0,18.0,101.0,94.55628827131416,268.8717803566301,3930.0,41.0,3889.0,0
2016-06-01,apache,4721.0,37.0,86.0,97.40353390639925,186.1399226390893,4171.0,40.0,4131.0,0
2016-07-01,apache,4990.0,6.0,80.0,87.10860163382989,239.15855870146612,3851.0,42.0,3809.0,0
2016-08-01,apache,5299.0,8.0,99.0,96.33270940570894,223.5653081196201,4250.0,45.0,4205.0,0
2016-09-01,apache,5625.0,3.0,103.0,116.46870520783564,249.0165692138387,3997.0,39.0,3958.0,0
2016-10-01,apache,5983.0,9.0,83.0,95.24726581074655,263.9400246450261,4000.0,50.0,3950.0,0
2016-11-01,apache,6296.0,17.0,92.0,113.078959591268,203.8742770866812,4313.0,38.0,4275.0,0
2016-12-01,apache,6662.0,13.0,58.0,76.4542288557214,242.02056397508352,3748.0,35.0,3713.0,0
2017-01-01,apache,7009.0,10.0,78.0,102.46431969552806,235.90064418411296,4136.0,42.0,4094.0,0
2017-02-01,apache,7337.0,8.0,90.0,89.59886471144749,208.5070777466869,4171.0,47.0,4124.0,0
2017-03-01,apache,7946.0,19.0,85.0,97.16666666666669,263.1673005789588,5272.0,54.0,5218.0,0
2017-04-01,apache,8176.0,26.0,72.0,109.1196502531063,231.1777473657495,4876.0,55.0,4821.0,0
2017-05-01,apache,8688.0,20.0,86.0,100.0923889133304,206.82959328505856,5483.0,57.0,5426.0,0
2017-06-01,apache,8879.0,30.0,86.0,92.29287953425884,207.6882365007334,5138.0,60.0,5078.0,0
2017-07-01,apache,9212.0,14.0,77.0,75.27423822714681,200.63846966591828,4597.0,56.0,4541.0,0
2017-08-01,apache,10070.0,30.0,83.0,135.51358457493427,265.905832939354,4903.0,54.0,4849.0,0
2017-09-01,apache,9149.0,27.0,76.0,125.21222862206469,211.9358271302348,4868.0,69.0,4799.0,0
2017-10-01,apache,9450.0,31.0,81.0,90.29375818419904,207.6897512557828,5094.0,81.0,5013.0,0
2017-11-01,apache,9965.0,30.0,64.0,98.83559168925022,243.52588409192325,4731.0,69.0,4662.0,0
2017-12-01,apache,10449.0,24.0,61.0,102.71892655367232,224.52636743686548,4229.0,73.0,4156.0,0
2018-01-01,apache,11068.0,19.0,61.0,104.80508474576273,199.24118052551253,5232.0,56.0,5176.0,0
2018-02-01,apache,11317.0,14.0,64.0,131.94284448382808,216.28117075509175,5058.0,53.0,5005.0,0
2018-03-01,apache,11945.0,22.0,81.0,79.74804856895057,206.3516517847236,5831.0,65.0,5766.0,0
2018-04-01,apache,11848.0,24.0,69.0,82.82821052631579,204.4555732612264,5692.0,67.0,5625.0,0
2018-05-01,apache,12341.0,21.0,66.0,80.5833685099198,217.34790285145888,5724.0,73.0,5651.0,0
2018-06-01,apache,12760.0,22.0,51.0,83.59823008849557,209.4068846909553,5294.0,72.0,5222.0,0
2018-07-01,apache,12981.0,18.0,70.0,126.13731473408892,203.4520349122905,5686.0,101.0,5585.0,0
2018-08-01,apache,13479.0,21.0,60.0,100.48748957464554,199.396039377512,6490.0,75.0,6415.0,0
2018-09-01,apache,13912.0,26.0,51.0,235.18239564428316,182.0082873882194,5558.0,70.0,5488.0,0
2018-10-01,apache,14362.0,21.0,63.0,109.2244983277592,172.29409719514837,6298.0,82.0,6216.0,0
2018-11-01,apache,14910.0,23.0,49.0,96.76440891880522,183.61911876360088,6096.0,88.0,6008.0,0
2018-12-01,apache,15323.0,48.0,43.0,67.4249886000912,172.517064057316,5157.0,85.0,5072.0,0
2019-01-01,apache,16136.0,32.0,54.0,151.9950819672131,167.09728222536754,6487.0,84.0,6403.0,0
2019-02-01,apache,16358.0,26.0,59.0,120.65474060822898,168.90034578602325,5607.0,53.0,5554.0,0
2019-03-01,apache,16837.0,38.0,55.0,112.31370192307692,164.35759084250313,6636.0,94.0,6542.0,0
2019-04-01,apache,16959.0,35.0,61.0,142.17398720682303,166.49959437043842,6355.0,111.0,6244.0,0
2019-05-01,apache,17259.0,44.0,59.0,122.17171298216508,168.86869810103732,6336.0,99.0,6237.0,0
2019-06-01,apache,17576.0,23.0,50.0,107.74004376367616,151.9333228562218,6210.0,100.0,6110.0,0
2019-07-01,apache,17267.0,39.0,55.0,111.24695369618196,150.8494715223712,6886.0,92.0,6794.0,0
2019-08-01,apache,17583.0,40.0,50.0,198.8264395782644,148.64077360726824,6970.0,121.0,6849.0,0
2019-09-01,apache,18147.0,50.0,46.0,99.48756218905471,158.75747136034596,6504.0,104.0,6400.0,0
2019-10-01,apache,18616.0,37.0,47.0,151.12270916334663,161.84481575325324,7973.0,170.0,7803.0,0
2019-11-01,apache,19199.0,42.0,34.0,99.48594704684318,144.42815601077106,7668.0,169.0,7497.0,0
2019-12-01,apache,19606.0,36.0,36.0,84.13819742489271,158.90280526751775,7120.0,120.0,7000.0,0
2020-01-01,apache,19887.0,31.0,46.0,129.98636363636365,143.4209584612879,7432.0,131.0,7300.0,0
2020-02-01,apache,20332.0,49.0,60.0,112.54441138971524,169.84869858957796,7476.0,151.0,7323.0,0
2020-03-01,apache,20907.0,45.0,61.0,108.28588052754073,161.08986225383293,9229.0,167.0,9062.0,0
2020-04-01,apache,20658.0,47.0,45.0,143.33812949640287,153.88703297035048,9362.0,147.0,9215.0,0
2020-05-01,apache,21378.0,37.0,39.0,109.8909878000787,178.45109018233106,8558.0,138.0,8419.0,0
2020-06-01,apache,21816.0,45.0,44.0,109.34265734265736,148.80881912728535,9190.0,159.0,9030.0,0
2020-07-01,apache,22225.0,55.0,35.0,145.9455835962145,147.1607267399835,9231.0,131.0,9098.0,0
2020-08-01,apache,22667.0,47.0,54.0,310.713806126731,148.95628435373425,8180.0,125.0,8055.0,0
2020-09-01,apache,23230.0,33.0,47.0,134.86274509803923,142.81758733889242,8380.0,139.0,8241.0,0
2020-10-01,apache,23765.0,56.0,42.0,114.418945699564,132.8593523955043,9312.0,150.0,9160.0,0
2020-11-01,apache,24317.0,64.0,37.0,119.74378748928878,127.83582969956092,8737.0,126.0,8611.0,0
2020-12-01,apache,24989.0,47.0,36.0,101.51505154639176,122.83303246070636,9125.0,130.0,8968.0,0
2021-01-01,apache,25712.0,50.0,37.0,103.58038258038258,127.86543592065588,9363.0,133.0,9198.0,0
2021-02-01,apache,26710.0,84.0,37.0,106.07247627264884,100.08366315522623,9137.0,126.0,9006.0,0
2021-03-01,apache,27548.0,72.0,34.0,98.12993484093522,139.25043211365082,10805.0,231.0,10564.0,0
2021-04-01,apache,28117.0,67.0,28.0,99.8411741053478,144.50555050518614,10136.0,148.0,9957.0,0
2021-05-01,apache,28812.0,56.0,34.0,106.36916081025215,122.7800238366661,9546.0,156.0,9345.0,0
2021-06-01,apache,29616.0,65.0,41.0,327.6207312173564,125.89461759574088,9795.0,158.0,9612.0,0
2021-07-01,apache,30521.0,64.0,28.0,87.0324980422866,94.09248291308764,9945.0,176.0,9741.0,0
2021-08-01,apache,31219.0,69.0,44.0,117.6369095276221,117.60670451405144,9788.0,188.0,9578.0,0
2021-09-01,apache,31147.0,83.0,41.0,100.80171073094868,102.91428907186574,10017.0,180.0,9825.0,0
2021-10-01,apache,31193.0,61.0,39.0,187.43498517577297,103.34628982949766,9522.0,173.0,9309.0,0
2021-11-01,apache,31928.0,55.0,36.0,208.04067660088603,90.14559256835778,10090.0,185.0,9851.0,0
2021-12-01,apache,32708.0,85.0,23.0,119.43784860557768,91.9587343384421,10502.0,164.0,10299.0,0
2022-01-01,apache,33141.0,71.0,36.0,256.6103304215724,84.65633070025089,11553.0,184.0,11313.0,0
2022-02-01,apache,33401.0,72.0,36.0,107.74039580908033,84.03586068549788,10507.0,178.0,10265.0,0
2022-03-01,apache,34141.0,83.0,24.0,188.69640387275243,72.35042751252305,13511.0,223.0,13207.0,0
2022-04-01,apache,34815.0,93.0,31.0,124.24664490388103,81.49499384648863,13507.0,338.0,13090.0,0
2022-05-01,apache,35831.0,82.0,22.0,146.93523025084238,72.76590081176086,12471.0,341.0,12103.0,0
2022-06-01,apache,40250.0,114.0,30.0,136.30728616684266,93.54221835731872,13242.0,562.0,12627.0,0
2022-07-01,apache,40856.0,102.0,23.0,141.3259927797834,67.41320123698685,13913.0,627.0,13194.0,0
2022-08-01,apache,42072.0,116.0,29.0,130.99475524475525,62.8133080159044,14297.0,313.0,13847.0,0
2022-09-01,apache,42760.0,154.0,27.0,156.91913357400722,58.48132574542266,13989.0,304.0,13552.0,0
2022-10-01,apache,43188.0,124.0,17.0,174.35765673175746,57.51557318771113,14171.0,427.0,13634.0,0
2022-11-01,apache,43941.0,103.0,17.0,127.40585471629925,55.73899055718714,14406.0,431.0,13865.0,0
2022-12-01,apache,43718.0,148.0,19.0,174.82170846394985,51.737940149184695,13743.0,562.0,13120.0,0
2023-01-01,apache,43849.0,108.0,18.0,165.0496824803885,53.45794357709684,13816.0,364.0,13408.0,0
2023-02-01,apache,45127.0,130.0,26.0,191.4002192982456,58.04685186590232,14178.0,458.0,13670.0,0
2023-03-01,apache,46604.0,152.0,21.0,125.57157784743993,54.43537621658594,15902.0,508.0,15308.0,0
2023-04-01,apache,47485.0,102.0,18.0,1604.2345588235294,46.25036781956817,13602.0,645.0,12850.0,0
2023-05-01,apache,47889.0,146.0,10.0,300.34059040590404,39.50998329936594,13835.0,452.0,13346.0,0
2023-06-01,apache,48481.0,119.0,13.0,286.6131498470948,38.35745316597017,14146.0,485.0,13643.0,0
2023-07-01,apache,49393.0,105.0,10.0,204.26081916537868,37.34860439268008,14155.0,640.0,13474.0,0
2023-08-01,apache,50517.0,103.0,10.0,250.98181143281369,44.11287099217655,14893.0,559.0,14281.0,0
2023-09-01,apache,51312.0,140.0,9.0,136.00038925652004,32.18844120841857,13289.0,531.0,12666.0,1
2023-10-01,apache,51980.0,115.0,8.0,142.95841355410087,26.07909407029176,13790.0,541.0,13191.0,1
2023-11-01,apache,52432.0,123.0,8.0,163.831007751938,22.736458872079996,14064.0,660.0,13356.0,1
2023-12-01,apache,52635.0,97.0,8.0,130.5715498938429,17.214088925715487,13623.0,722.0,12861.0,1
2024-01-01,apache,53236.0,120.0,4.0,210.4407920792079,14.745230126569613,14175.0,883.0,13240.0,1
2024-02-01,apache,52218.0,99.0,3.0,240.34461805555557,10.023200649363806,12252.0,927.0,11303.0,1
2024-03-01,apache,52493.0,96.0,5.0,131.67694805194805,5.552425937558161,14847.0,1592.0,13255.0,1
2024-04-01,apache,52654.0,46.0,5.0,120.40375939849623,2.059635106250887,7986.0,2074.0,5912.0,1
2015-02-01,curl,1.0,,5.0,17.916666666666668,8.917233796296296,4.0,0.0,4.0,0
2015-03-01,curl,2.0,,3.0,29.85185185185185,5.868924220272905,31.0,0.0,31.0,0
2015-04-01,curl,9.0,,3.0,12.105263157894736,21.206796048280424,30.0,0.0,30.0,0
2015-05-01,curl,11.0,,1.0,15.529411764705882,14.050021862139918,21.0,0.0,21.0,0
2015-06-01,curl,6.0,1.0,6.0,33.5,7.232677228009259,20.0,0.0,20.0,0
2015-07-01,curl,12.0,,2.0,11.666666666666666,30.56770833333333,13.0,0.0,13.0,0
2015-08-01,curl,14.0,1.0,2.0,12.5,61.40134606481482,22.0,0.0,22.0,0
2015-09-01,curl,14.0,,4.0,19.130434782608692,28.651561259920637,31.0,0.0,31.0,0
2015-10-01,curl,17.0,1.0,2.0,10.55,25.014411111111112,24.0,0.0,24.0,0
2015-11-01,curl,20.0,,,22.625,34.48087522045856,14.0,0.0,14.0,0
2015-12-01,curl,23.0,1.0,4.0,39.083333333333336,10.616466315453383,15.0,0.0,15.0,0
2016-01-01,curl,23.0,1.0,6.0,26.11111111111111,27.43128086419753,20.0,0.0,20.0,0
2016-02-01,curl,26.0,1.0,1.0,79.31818181818181,16.668832626028806,33.0,0.0,33.0,0
2016-03-01,curl,31.0,1.0,3.0,28.6,18.012828228869896,21.0,0.0,21.0,0
2016-04-01,curl,15.0,,4.0,35.8421052631579,25.949944355413106,12.0,0.0,12.0,0
2016-05-01,curl,18.0,2.0,2.0,13.95,19.450721856725146,29.0,0.0,29.0,0
2016-06-01,curl,26.0,,2.0,17.352941176470587,122.34707258597884,22.0,0.0,22.0,0
2016-07-01,curl,34.0,1.0,4.0,5.533333333333333,59.09232739533012,14.0,0.0,14.0,0
2016-08-01,curl,31.0,1.0,,16.59259259259259,39.58708796296296,22.0,0.0,22.0,0
2016-09-01,curl,35.0,2.0,2.0,18.166666666666668,48.68740651709402,22.0,0.0,22.0,0
2016-10-01,curl,30.0,,2.0,35.90909090909091,31.765637771392083,23.0,0.0,23.0,0
2016-11-01,curl,41.0,1.0,,45.43478260869565,37.82092862654321,26.0,0.0,26.0,0
2016-12-01,curl,43.0,2.0,,30.894736842105264,32.45271074459877,13.0,0.0,13.0,0
2017-01-01,curl,43.0,,3.0,9.590909090909092,52.23208767361111,28.0,0.0,28.0,0
2017-02-01,curl,50.0,,4.0,19.08,101.20875359195402,35.0,0.0,35.0,0
2017-03-01,curl,45.0,,,14.892857142857142,33.62070965608466,47.0,0.0,47.0,0
2017-04-01,curl,46.0,1.0,4.0,15.833333333333334,94.0659412202381,53.0,0.0,53.0,0
2017-05-01,curl,43.0,,2.0,38.16666666666666,29.354867073512903,33.0,0.0,33.0,0
2017-06-01,curl,47.0,1.0,1.0,25.772727272727277,34.2388137755102,63.0,0.0,63.0,0
2017-07-01,curl,43.0,,3.0,12.105263157894736,35.98579898446834,56.0,0.0,56.0,0
2017-08-01,curl,44.0,2.0,3.0,18.45833333333333,13.859717683369643,83.0,0.0,83.0,0
2017-09-01,curl,40.0,,,176.16666666666666,20.49746925636574,58.0,0.0,58.0,0
2017-10-01,curl,41.0,2.0,4.0,345.92857142857144,19.50562389770723,78.0,0.0,78.0,0
2017-11-01,curl,48.0,1.0,1.0,14.090909090909092,26.639030600722677,49.0,0.0,49.0,0
2017-12-01,curl,50.0,,3.0,8.08695652173913,28.87872299382716,42.0,0.0,42.0,0
2018-01-01,curl,41.0,1.0,1.0,12.454545454545457,31.463213413065844,40.0,0.0,40.0,0
2018-02-01,curl,44.0,,,11.952380952380953,28.773043659979425,36.0,0.0,36.0,0
2018-03-01,curl,58.0,1.0,1.0,23.785714285714285,39.02617994639376,46.0,0.0,46.0,0
2018-04-01,curl,45.0,,3.0,14.909090909090908,32.882363153594774,72.0,0.0,72.0,0
2018-05-01,curl,34.0,1.0,3.0,14.73913043478261,11.392258195695696,51.0,0.0,51.0,0
2018-06-01,curl,33.0,,1.0,16.40909090909091,24.891527777777775,53.0,0.0,53.0,0
2018-07-01,curl,47.0,1.0,1.0,8.178571428571429,17.801319234006733,62.0,0.0,62.0,0
2018-08-01,curl,42.0,,1.0,31.625,30.295644675925924,62.0,0.0,62.0,0
2018-09-01,curl,39.0,1.0,1.0,38.06896551724138,49.55006218228032,96.0,0.0,96.0,0
2018-10-01,curl,56.0,1.0,2.0,15.608695652173912,38.53127194251543,95.0,0.0,95.0,0
2018-11-01,curl,66.0,,1.0,13.962962962962964,22.39564355842912,74.0,0.0,74.0,0
2018-12-01,curl,62.0,1.0,3.0,11.615384615384617,8.8654025997151,56.0,0.0,56.0,0
2019-01-01,curl,50.0,,,13.333333333333334,14.997634015594542,57.0,0.0,57.0,0
2019-02-01,curl,46.0,1.0,1.0,14.476190476190476,10.215714921652422,81.0,0.0,81.0,0
2019-03-01,curl,35.0,1.0,,11.68421052631579,19.899406067251466,48.0,0.0,48.0,0
2019-04-01,curl,52.0,,1.0,14.692307692307692,38.85371779388084,64.0,0.0,64.0,0
2019-05-01,curl,42.0,1.0,2.0,25.52380952380953,13.26946287722908,101.0,0.0,101.0,0
2019-06-01,curl,39.0,1.0,1.0,9.26086956521739,25.030100140901773,69.0,0.0,69.0,0
2019-07-01,curl,44.0,2.0,1.0,11.2,20.30929828811369,56.0,0.0,56.0,0
2019-08-01,curl,39.0,,,15.56,48.47823908730159,91.0,0.0,91.0,0
2019-09-01,curl,69.0,2.0,4.0,9.675675675675675,40.27184926064124,110.0,0.0,110.0,0
2019-10-01,curl,66.0,,1.0,17.47826086956522,27.37628423996913,68.0,0.0,68.0,0
2019-11-01,curl,65.0,1.0,3.0,16.033333333333335,23.47136017628205,71.0,0.0,71.0,0
2019-12-01,curl,47.0,,1.0,21.9375,6.11816292356186,64.0,0.0,64.0,0
2020-01-01,curl,45.0,1.0,2.0,13.571428571428571,37.23546783625731,62.0,0.0,62.0,0
2020-02-01,curl,56.0,,3.0,35.65217391304348,19.728915153133904,94.0,0.0,94.0,0
2020-03-01,curl,49.0,2.0,1.0,42.95652173913044,20.48648286346048,110.0,0.0,110.0,0
2020-04-01,curl,45.0,1.0,1.0,17.551724137931036,36.68388040123457,108.0,0.0,108.0,0
2020-05-01,curl,50.0,,,23.64,27.74821114627285,110.0,0.0,110.0,0
2020-06-01,curl,55.0,1.0,2.0,18.25,20.38701918549906,87.0,0.0,87.0,0
2020-07-01,curl,55.0,1.0,,16.482758620689655,21.65618331128748,83.0,0.0,83.0,0
2020-08-01,curl,40.0,1.0,,17.833333333333332,17.134647973445144,96.0,0.0,96.0,0
2020-09-01,curl,35.0,,1.0,53.07142857142857,24.876129340277775,101.0,0.0,101.0,0
2020-10-01,curl,42.0,1.0,1.0,53.16666666666666,32.46391523837667,77.0,0.0,77.0,0
2020-11-01,curl,47.0,,,160.44444444444446,11.132506050084174,83.0,0.0,83.0,0
2020-12-01,curl,42.0,1.0,1.0,23.956521739130437,21.216927469135804,86.0,1.0,85.0,0
2021-01-01,curl,41.0,,1.0,38.75,24.174797278338943,114.0,0.0,114.0,0
2021-02-01,curl,43.0,1.0,1.0,29.94736842105263,12.796809622122122,91.0,0.0,91.0,0
2021-03-01,curl,42.0,1.0,,65.26923076923077,14.070951485339506,96.0,0.0,96.0,0
2021-04-01,curl,48.0,1.0,,12.787878787878787,24.9634482103372,85.0,0.0,85.0,0
2021-05-01,curl,49.0,1.0,4.0,11.307692307692308,18.633246187363834,115.0,0.0,115.0,0
2021-06-01,curl,49.0,,,29.67567567567568,42.45949026832955,148.0,1.0,147.0,0
2021-07-01,curl,53.0,1.0,1.0,19.666666666666668,16.988055872653476,122.0,1.0,121.0,0
2021-08-01,curl,45.0,1.0,3.0,20.928571428571427,27.242767964975844,97.0,0.0,97.0,0
2021-09-01,curl,41.0,2.0,2.0,25.88235294117647,6.50831073633157,89.0,0.0,89.0,0
2021-10-01,curl,43.0,,,27.517241379310345,7.876183010662177,98.0,1.0,97.0,0
2021-11-01,curl,39.0,1.0,1.0,44.36,6.507145337301587,108.0,0.0,108.0,0
2021-12-01,curl,44.0,,,31.782608695652176,31.64281770833333,85.0,0.0,85.0,0
2022-01-01,curl,44.0,1.0,,12.352941176470589,16.820070861678005,107.0,1.0,106.0,0
2022-02-01,curl,45.0,,,17.7,32.157368551587304,130.0,1.0,129.0,0
2022-03-01,curl,44.0,1.0,,20.4,15.147866063738157,105.0,1.0,104.0,0
2022-04-01,curl,52.0,1.0,1.0,19.115384615384617,42.65139451058201,92.0,0.0,92.0,0
2022-05-01,curl,54.0,1.0,1.0,86.5925925925926,70.32159128679962,124.0,0.0,124.0,0
2022-06-01,curl,62.0,1.0,,46.91304347826087,47.99587094907408,104.0,1.0,103.0,0
2022-07-01,curl,78.0,,1.0,40.22222222222222,25.00807695005612,92.0,0.0,92.0,0
2022-08-01,curl,68.0,1.0,2.0,19.95833333333333,12.2784132996633,120.0,0.0,120.0,0
2022-09-01,curl,63.0,,1.0,41.51851851851852,21.84535523504273,158.0,0.0,158.0,0
2022-10-01,curl,69.0,1.0,1.0,27.72222222222222,48.42988030713641,174.0,1.0,173.0,0
2022-11-01,curl,66.0,,,30.96,20.64497128739316,121.0,0.0,121.0,1
2022-12-01,curl,71.0,1.0,1.0,14.87878787878788,16.89774170973299,143.0,0.0,143.0,1
2023-01-01,curl,74.0,,3.0,76.58620689655173,23.75252989969136,127.0,0.0,127.0,1
2023-02-01,curl,74.0,2.0,2.0,21.09375,17.510645543981482,173.0,0.0,173.0,1
2023-03-01,curl,81.0,2.0,3.0,42.35294117647059,19.40690025252525,176.0,0.0,176.0,1
2023-04-01,curl,94.0,5.0,1.0,32.30952380952381,18.804931402439024,249.0,0.0,249.0,1
2023-05-01,curl,84.0,4.0,,39.1764705882353,12.054198705045623,128.0,2.0,126.0,1
2023-06-01,curl,101.0,7.0,1.0,19.21212121212121,33.99184531810036,148.0,0.0,148.0,0
2023-07-01,curl,79.0,4.0,,12.91891891891892,10.14481001048218,105.0,1.0,104.0,0
2023-08-01,curl,68.0,,,52.58620689655172,16.349940329218107,189.0,2.0,187.0,0
2023-09-01,curl,77.0,2.0,,55.483870967741936,21.22015462962963,186.0,2.0,184.0,0
2023-10-01,curl,83.0,3.0,,66.39285714285714,13.840991391782408,176.0,3.0,173.0,0
2023-11-01,curl,84.0,,,47.45454545454545,12.177911002758076,148.0,2.0,146.0,0
2023-12-01,curl,85.0,2.0,1.0,53.55882352941177,9.886578911000552,203.0,0.0,203.0,0
2024-01-01,curl,95.0,3.0,,84.10344827586206,9.557272516835017,200.0,7.0,193.0,0
2024-02-01,curl,79.0,1.0,,42.193548387096776,4.865859953703704,130.0,4.0,126.0,0
2024-03-01,curl,77.0,3.0,2.0,75.03846153846153,3.81029238767456,174.0,10.0,164.0,0
2024-04-01,curl,82.0,,1.0,31.727272727272727,2.031850198412698,89.0,13.0,76.0,0
2017-06-01,fortran-lang,1.0,,,,24.37591435185185,,,,0
2017-07-01,fortran-lang,0.0,2.0,2.0,772.0,,2.0,0.0,2.0,0
2017-08-01,fortran-lang,2.0,,2.0,314.0,1100.2643229166667,4.0,0.0,4.0,0
2017-11-01,fortran-lang,3.0,,2.0,37.0,58.981828703703705,,,,0
2017-12-01,fortran-lang,8.0,,2.0,9.5,62.24316435185185,1.0,0.0,1.0,0
2018-01-01,fortran-lang,6.0,3.0,,33.0,287.79635185185185,5.0,0.0,5.0,0
2018-02-01,fortran-lang,8.0,,,,481.5453086419753,,,,0
2018-03-01,fortran-lang,10.0,,,6.5,30.923087384259254,4.0,0.0,4.0,0
2018-04-01,fortran-lang,7.0,1.0,,13.2,5.98788425925926,9.0,0.0,9.0,0
2018-05-01,fortran-lang,8.0,1.0,,35.666666666666664,14.97045138888889,6.0,0.0,6.0,0
2018-06-01,fortran-lang,7.0,1.0,1.0,14.5,12.820434027777775,8.0,0.0,8.0,0
2018-07-01,fortran-lang,6.0,,1.0,40.0,612.6971585648148,2.0,0.0,2.0,0
2018-08-01,fortran-lang,7.0,,1.0,5.0,,,,,0
2018-10-01,fortran-lang,6.0,1.0,,11.25,585.2875578703704,7.0,0.0,7.0,0
2018-11-01,fortran-lang,8.0,,,21.0,67.02864583333333,2.0,0.0,2.0,0
2018-12-01,fortran-lang,10.0,,2.0,,111.5756886574074,3.0,0.0,3.0,0
2019-01-01,fortran-lang,9.0,1.0,,15.75,44.53384259259259,3.0,0.0,3.0,0
2019-02-01,fortran-lang,12.0,,,19.33333333333333,263.04425347222224,1.0,0.0,1.0,0
2019-03-01,fortran-lang,8.0,1.0,,136.66666666666666,5.4971296296296295,6.0,0.0,6.0,0
2019-04-01,fortran-lang,12.0,,,32.0,68.53570601851852,4.0,0.0,4.0,0
2019-05-01,fortran-lang,14.0,,,19.0,325.59369791666666,,,,0
2019-06-01,fortran-lang,19.0,,,7.5,98.9514699074074,3.0,0.0,3.0,0
2019-07-01,fortran-lang,12.0,,2.0,13.666666666666666,,2.0,0.0,2.0,0
2019-08-01,fortran-lang,13.0,,,3.5,787.0943055555556,1.0,0.0,1.0,0
2019-09-01,fortran-lang,16.0,,1.0,4.5,233.0986149691358,,,,0
2019-12-01,fortran-lang,52.0,,2.0,17.444444444444443,361.7094560185185,27.0,0.0,27.0,0
2020-01-01,fortran-lang,101.0,,1.0,32.07142857142857,244.41141292735043,55.0,0.0,55.0,0
2020-02-01,fortran-lang,108.0,,,18.46153846153846,255.1051176697531,22.0,0.0,22.0,0
2020-03-01,fortran-lang,112.0,,2.0,16.2,102.1276636904762,17.0,0.0,17.0,0
2020-04-01,fortran-lang,125.0,,2.0,18.36842105263158,71.00733128561254,44.0,0.0,44.0,0
2020-05-01,fortran-lang,143.0,1.0,1.0,223.70833333333331,234.2926824845679,67.0,1.0,66.0,0
2020-06-01,fortran-lang,158.0,,,64.0,197.78802293771045,28.0,0.0,28.0,0
2020-07-01,fortran-lang,206.0,,,35.94736842105263,200.374933531746,38.0,0.0,38.0,0
2020-08-01,fortran-lang,214.0,,,14.0,321.17128935185184,9.0,0.0,9.0,0
2020-09-01,fortran-lang,239.0,,,75.3125,96.66427331349206,33.0,0.0,33.0,0
2020-10-01,fortran-lang,245.0,,2.0,54.68421052631579,109.40736315359476,37.0,0.0,37.0,0
2020-11-01,fortran-lang,258.0,2.0,,103.47368421052632,182.175282543573,39.0,0.0,39.0,0
2020-12-01,fortran-lang,265.0,5.0,,101.7391304347826,94.4130812355324,62.0,2.0,60.0,0
2021-01-01,fortran-lang,275.0,,,98.6923076923077,96.3581029040404,18.0,0.0,18.0,0
2021-02-01,fortran-lang,313.0,,,46.294117647058826,193.38439557613168,29.0,0.0,29.0,0
2021-03-01,fortran-lang,323.0,2.0,2.0,59.87096774193548,135.47994283108866,60.0,1.0,59.0,0
2021-04-01,fortran-lang,373.0,,,72.33333333333333,149.790725,28.0,1.0,27.0,0
2021-05-01,fortran-lang,392.0,,,46.03703703703704,92.38132523148148,24.0,0.0,24.0,0
2021-06-01,fortran-lang,424.0,3.0,,81.42105263157895,95.42063479344728,42.0,2.0,40.0,0
2021-07-01,fortran-lang,450.0,,,78.27027027027027,73.90114583333333,49.0,4.0,45.0,0
2021-08-01,fortran-lang,474.0,1.0,1.0,88.0,137.94296626984126,35.0,2.0,33.0,0
2021-09-01,fortran-lang,493.0,3.0,1.0,111.0625,142.73287105119826,59.0,5.0,54.0,0
2021-10-01,fortran-lang,482.0,2.0,,154.4090909090909,42.77358885327635,17.0,1.0,16.0,0
2021-11-01,fortran-lang,505.0,9.0,1.0,133.85714285714286,63.08770553959132,57.0,0.0,57.0,0
2021-12-01,fortran-lang,528.0,8.0,,264.07142857142856,81.86369116512346,73.0,1.0,72.0,0
2022-01-01,fortran-lang,540.0,7.0,1.0,64.11538461538461,45.00318082788671,87.0,1.0,86.0,0
2022-02-01,fortran-lang,571.0,5.0,,69.65,53.6240667866941,45.0,2.0,43.0,0
2022-03-01,fortran-lang,597.0,9.0,,242.4782608695652,57.60586761039886,47.0,2.0,45.0,0
2022-04-01,fortran-lang,590.0,5.0,2.0,62.96153846153846,9.130249183006535,74.0,1.0,73.0,0
2022-05-01,fortran-lang,593.0,8.0,,80.25,16.859329166666665,67.0,1.0,66.0,0
2022-06-01,fortran-lang,591.0,12.0,,141.45833333333334,35.847198628917376,63.0,1.0,62.0,0
2022-07-01,fortran-lang,604.0,2.0,,150.94736842105263,22.25582702020202,51.0,0.0,51.0,0
2022-08-01,fortran-lang,592.0,1.0,,82.84,12.000053047839506,101.0,1.0,100.0,0
2022-09-01,fortran-lang,603.0,8.0,,39.62857142857143,16.92285011574074,102.0,3.0,99.0,0
2022-10-01,fortran-lang,626.0,2.0,1.0,13.666666666666666,31.471909336419756,86.0,3.0,83.0,0
