month,unique_pull_requests,open_pull_requests,closed_pull_requests,org_name
2018-03,4,0,4,fortran-lang
2018-04,9,0,9,fortran-lang
2018-05,6,0,6,fortran-lang
2018-06,8,0,8,fortran-lang
2018-07,2,0,2,fortran-lang
2018-10,7,0,7,fortran-lang
2018-11,2,0,2,fortran-lang
2018-12,3,0,3,fortran-lang
2019-01,3,0,3,fortran-lang
2019-02,1,0,1,fortran-lang
2019-03,6,0,6,fortran-lang
2019-04,4,0,4,fortran-lang
2019-06,3,0,3,fortran-lang
2019-07,2,0,2,fortran-lang
2019-08,1,0,1,fortran-lang
2019-10,1,0,1,fortran-lang
2019-12,27,0,27,fortran-lang
2020-01,55,0,55,fortran-lang
2020-02,22,0,22,fortran-lang
2020-03,17,0,17,fortran-lang
2020-04,44,0,44,fortran-lang
2020-05,67,1,66,fortran-lang
2020-06,28,0,28,fortran-lang
2020-07,38,0,38,fortran-lang
2020-08,9,0,9,fortran-lang
2020-09,33,0,33,fortran-lang
2020-10,37,0,37,fortran-lang
2020-11,39,0,39,fortran-lang
2020-12,62,2,60,fortran-lang
2021-01,18,0,18,fortran-lang
2021-02,29,0,29,fortran-lang
2021-03,60,1,59,fortran-lang
2021-04,28,1,27,fortran-lang
2021-05,24,0,24,fortran-lang
2021-06,42,2,40,fortran-lang
2021-07,49,4,45,fortran-lang
2021-08,35,2,33,fortran-lang
2021-09,59,5,54,fortran-lang
2021-10,17,1,16,fortran-lang
2021-11,57,0,57,fortran-lang
2021-12,73,1,72,fortran-lang
2022-01,87,1,86,fortran-lang
2022-02,45,2,43,fortran-lang
2022-03,47,2,45,fortran-lang
2022-04,74,1,73,fortran-lang
2022-05,67,1,66,fortran-lang
2022-06,63,1,62,fortran-lang
2022-07,51,0,51,fortran-lang
2022-08,101,1,100,fortran-lang
2022-09,102,3,99,fortran-lang
2022-10,86,3,83,fortran-lang
2022-11,64,2,62,fortran-lang
2022-12,47,3,44,fortran-lang
2023-01,51,0,51,fortran-lang
2023-02,46,4,42,fortran-lang
2023-03,48,2,46,fortran-lang
2023-04,78,1,77,fortran-lang
2023-05,101,2,99,fortran-lang
2023-06,89,2,87,fortran-lang
2023-07,67,2,65,fortran-lang
2023-08,42,1,41,fortran-lang
2023-09,32,0,32,fortran-lang
2023-10,39,2,37,fortran-lang
2023-11,26,1,25,fortran-lang
2023-12,46,1,45,fortran-lang
2024-01,72,9,63,fortran-lang
2024-02,36,2,34,fortran-lang
2024-03,65,5,60,fortran-lang
2024-04,50,16,34,fortran-lang
2012-06,1,,,GNOME
2013-01,1,,,GNOME
2013-02,1,,,GNOME
2013-04,1,,,GNOME
2013-05,1,,,GNOME
2013-08,4,,,GNOME
2013-09,2,,,GNOME
2013-10,5,,,GNOME
2013-11,3,,,GNOME
2013-12,2,,,GNOME
2014-01,6,,,GNOME
2014-02,8,,,GNOME
2014-03,3,,,GNOME
2014-05,4,,,GNOME
2014-07,2,,,GNOME
2014-08,7,,,GNOME
2014-09,4,,,GNOME
2014-10,6,,,GNOME
2014-11,7,,,GNOME
2014-12,4,,,GNOME
2015-01,12,,,GNOME
2015-02,10,,,GNOME
2015-03,15,,,GNOME
2015-04,12,,,GNOME
2015-05,17,,,GNOME
2015-06,4,,,GNOME
2015-07,9,,,GNOME
2015-08,8,,,GNOME
2015-09,12,,,GNOME
2015-10,12,,,GNOME
2015-11,8,,,GNOME
2015-12,11,,,GNOME
2016-01,13,,,GNOME
2016-02,15,,,GNOME
2016-03,8,,,GNOME
2016-04,10,,,GNOME
2016-05,15,,,GNOME
2016-06,8,,,GNOME
2016-07,15,,,GNOME
2016-08,15,,,GNOME
2016-09,10,,,GNOME
2016-10,16,,,GNOME
2016-11,15,,,GNOME
2016-12,7,,,GNOME
2017-01,16,,,GNOME
2017-02,16,,,GNOME
2017-03,21,,,GNOME
2017-04,9,,,GNOME
2017-05,16,,,GNOME
2017-06,18,,,GNOME
2017-07,25,,,GNOME
2017-08,27,,,GNOME
2017-09,16,,,GNOME
2017-10,33,,,GNOME
2017-11,18,,,GNOME
2017-12,15,,,GNOME
2018-01,21,,,GNOME
2018-02,15,,,GNOME
2018-03,17,,,GNOME
2018-04,6,,,GNOME
2018-05,10,,,GNOME
2018-06,8,,,GNOME
2018-07,9,,,GNOME
2018-08,6,,,GNOME
2018-09,8,,,GNOME
2018-10,13,,,GNOME
2018-11,13,,,GNOME
2018-12,6,,,GNOME
2019-01,3,,,GNOME
2019-02,10,,,GNOME
2019-03,5,,,GNOME
2019-04,2,,,GNOME
2019-05,4,,,GNOME
2019-06,8,,,GNOME
2019-07,6,,,GNOME
2019-08,4,,,GNOME
2019-09,7,,,GNOME
2019-10,14,,,GNOME
2019-11,7,,,GNOME
2019-12,6,,,GNOME
2020-01,8,,,GNOME
2020-02,12,,,GNOME
2020-03,6,,,GNOME
2020-04,10,,,GNOME
2020-05,4,,,GNOME
2020-06,9,,,GNOME
2020-07,2,,,GNOME
2020-08,7,,,GNOME
2020-09,1,,,GNOME
2020-10,3,,,GNOME
2020-11,2,,,GNOME
2020-12,2,,,GNOME
2021-01,6,,,GNOME
2021-02,2,,,GNOME
2021-03,7,,,GNOME
2021-04,5,,,GNOME
2021-05,4,,,GNOME
2021-06,6,,,GNOME
2021-07,2,,,GNOME
2021-08,6,,,GNOME
2021-09,6,,,GNOME
2021-10,6,,,GNOME
2021-11,3,,,GNOME
2021-12,2,,,GNOME
2022-01,10,,,GNOME
2022-02,3,,,GNOME
2022-03,4,,,GNOME
2022-04,4,,,GNOME
2022-05,4,,,GNOME
2022-06,2,,,GNOME
2022-07,5,,,GNOME
2022-08,3,,,GNOME
2022-09,2,,,GNOME
2022-10,1,,,GNOME
2022-11,5,,,GNOME
2022-12,4,,,GNOME
2023-01,5,,,GNOME
2023-02,7,,,GNOME
2023-03,3,,,GNOME
2023-04,5,,,GNOME
2023-05,3,,,GNOME
2023-06,2,,,GNOME
2023-07,8,,,GNOME
2023-08,7,,,GNOME
2023-09,3,,,GNOME
2023-10,8,,,GNOME
2023-11,4,,,GNOME
2023-12,3,,,GNOME
2024-01,3,,,GNOME
2024-02,7,,,GNOME
2024-03,6,,,GNOME
2024-04,4,,,GNOME
2016-07,1,,,GStreamer
2016-09,1,,,GStreamer
2016-10,3,,,GStreamer
2016-11,1,,,GStreamer
2016-12,2,,,GStreamer
2017-01,2,,,GStreamer
2017-03,2,,,GStreamer
2017-04,1,,,GStreamer
2017-05,2,,,GStreamer
2017-06,1,,,GStreamer
2017-08,1,,,GStreamer
2017-09,1,,,GStreamer
2017-10,1,,,GStreamer
2017-11,4,,,GStreamer
2018-01,2,,,GStreamer
2018-02,2,,,GStreamer
2018-03,2,,,GStreamer
2018-04,4,,,GStreamer
2018-05,1,,,GStreamer
2018-07,1,,,GStreamer
2018-10,2,,,GStreamer
2018-11,1,,,GStreamer
2018-12,1,,,GStreamer
2019-02,1,,,GStreamer
2019-03,1,,,GStreamer
2019-05,1,,,GStreamer
2019-09,2,,,GStreamer
2019-10,2,,,GStreamer
2019-12,1,,,GStreamer
2020-01,1,,,GStreamer
2020-02,1,,,GStreamer
2020-04,1,,,GStreamer
2020-07,3,,,GStreamer
2020-09,1,,,GStreamer
2020-11,1,,,GStreamer
2021-01,2,,,GStreamer
2021-05,1,,,GStreamer
2021-07,1,,,GStreamer
2021-08,2,,,GStreamer
2021-09,1,,,GStreamer
2021-11,4,,,GStreamer
2021-12,2,,,GStreamer
2022-02,1,,,GStreamer
2022-03,1,,,GStreamer
2022-06,1,,,GStreamer
2022-10,1,,,GStreamer
2022-11,1,,,GStreamer
2023-02,2,,,GStreamer
2023-03,3,,,GStreamer
2023-06,1,,,GStreamer
2023-07,1,,,GStreamer
2023-11,2,,,GStreamer
2023-12,1,,,GStreamer
2024-02,2,,,GStreamer
2024-03,3,,,GStreamer
2012-01,1,,,Lullabot
2012-02,1,,,Lullabot
2012-06,10,,,Lullabot
2012-10,1,,,Lullabot
2012-11,3,,,Lullabot
2012-12,1,,,Lullabot
2013-02,1,,,Lullabot
2013-03,2,,,Lullabot
2013-04,3,,,Lullabot
2013-05,2,,,Lullabot
2013-06,1,,,Lullabot
2013-07,1,,,Lullabot
2013-08,1,,,Lullabot
2013-09,2,,,Lullabot
2013-10,2,,,Lullabot
2013-11,2,,,Lullabot
2013-12,2,,,Lullabot
2014-01,19,,,Lullabot
2014-02,4,,,Lullabot
2014-03,5,,,Lullabot
2014-04,3,,,Lullabot
2014-05,6,,,Lullabot
2014-07,3,,,Lullabot
2014-08,5,,,Lullabot
2014-09,5,,,Lullabot
2014-10,1,,,Lullabot
2014-11,16,,,Lullabot
2014-12,2,,,Lullabot
2015-01,3,,,Lullabot
2015-02,5,,,Lullabot
2015-03,4,,,Lullabot
2015-04,10,,,Lullabot
2015-05,4,,,Lullabot
2015-06,22,,,Lullabot
2015-07,6,,,Lullabot
2015-08,5,,,Lullabot
2015-10,3,,,Lullabot
2015-11,16,,,Lullabot
2015-12,2,,,Lullabot
2016-01,5,,,Lullabot
2016-02,2,,,Lullabot
2016-03,15,,,Lullabot
2016-04,7,,,Lullabot
2016-05,37,,,Lullabot
2016-06,18,,,Lullabot
2016-07,10,,,Lullabot
2016-08,13,,,Lullabot
2016-09,11,,,Lullabot
2016-10,22,,,Lullabot
2016-12,1,,,Lullabot
2017-01,5,,,Lullabot
2017-02,12,,,Lullabot
2017-03,12,,,Lullabot
2017-04,3,,,Lullabot
2017-05,2,,,Lullabot
2017-06,3,,,Lullabot
2017-08,4,,,Lullabot
2017-09,4,,,Lullabot
2017-10,6,,,Lullabot
2017-11,8,,,Lullabot
2017-12,10,,,Lullabot
2018-01,15,,,Lullabot
2018-02,6,,,Lullabot
2018-03,54,,,Lullabot
2018-04,35,,,Lullabot
2018-05,38,,,Lullabot
2018-06,14,,,Lullabot
2018-07,15,,,Lullabot
2018-08,5,,,Lullabot
2018-09,10,,,Lullabot
2018-10,18,,,Lullabot
2018-11,23,,,Lullabot
2018-12,8,,,Lullabot
2019-01,10,,,Lullabot
2019-02,2,,,Lullabot
2019-03,6,,,Lullabot
2019-04,3,,,Lullabot
2019-05,15,,,Lullabot
2019-06,8,,,Lullabot
2019-07,11,,,Lullabot
2019-08,1,,,Lullabot
2019-09,1,,,Lullabot
2019-10,9,,,Lullabot
2019-11,18,,,Lullabot
2019-12,5,,,Lullabot
2020-01,3,,,Lullabot
2020-02,9,,,Lullabot
2020-03,10,,,Lullabot
2020-04,3,,,Lullabot
2020-05,5,,,Lullabot
2020-06,7,,,Lullabot
2020-07,4,,,Lullabot
2020-08,2,,,Lullabot
2020-09,4,,,Lullabot
2020-10,5,,,Lullabot
2020-12,4,,,Lullabot
2021-01,3,,,Lullabot
2021-02,6,,,Lullabot
2021-03,4,,,Lullabot
2021-04,9,,,Lullabot
2021-05,11,,,Lullabot
2021-06,15,,,Lullabot
2021-07,21,,,Lullabot
2021-08,12,,,Lullabot
2021-09,14,,,Lullabot
2021-10,12,,,Lullabot
2021-11,8,,,Lullabot
2021-12,11,,,Lullabot
2022-01,46,,,Lullabot
2022-02,14,,,Lullabot
2022-03,25,,,Lullabot
2022-04,20,,,Lullabot
2022-05,16,,,Lullabot
2022-06,18,,,Lullabot
2022-07,44,,,Lullabot
2022-08,19,,,Lullabot
2022-09,31,,,Lullabot
2022-10,37,,,Lullabot
2022-11,38,,,Lullabot
2022-12,28,,,Lullabot
2023-01,16,,,Lullabot
2023-02,11,,,Lullabot
2023-03,26,,,Lullabot
2023-04,24,,,Lullabot
2023-05,11,,,Lullabot
2023-06,17,,,Lullabot
2023-07,34,,,Lullabot
2023-08,32,,,Lullabot
2023-09,18,,,Lullabot
2023-10,74,,,Lullabot
2023-11,20,,,Lullabot
2023-12,19,,,Lullabot
2024-01,21,,,Lullabot
2024-02,78,,,Lullabot
2024-03,35,,,Lullabot
2024-04,27,,,Lullabot
2016-11,1,,,NLnetLabs
2017-03,1,,,NLnetLabs
2017-04,1,,,NLnetLabs
2017-07,1,,,NLnetLabs
2017-08,1,,,NLnetLabs
2018-03,2,,,NLnetLabs
2018-04,3,,,NLnetLabs
2018-07,4,,,NLnetLabs
2018-08,4,,,NLnetLabs
2018-09,7,,,NLnetLabs
2018-10,4,,,NLnetLabs
2018-11,10,,,NLnetLabs
2018-12,14,,,NLnetLabs
2019-01,16,,,NLnetLabs
2019-02,31,,,NLnetLabs
2019-03,35,,,NLnetLabs
2019-04,25,,,NLnetLabs
2019-05,47,,,NLnetLabs
2019-06,41,,,NLnetLabs
2019-07,47,,,NLnetLabs
2019-08,35,,,NLnetLabs
2019-09,41,,,NLnetLabs
2019-10,28,,,NLnetLabs
2019-11,39,,,NLnetLabs
2019-12,22,,,NLnetLabs
2020-01,32,,,NLnetLabs
2020-02,41,,,NLnetLabs
2020-03,84,,,NLnetLabs
2020-04,53,,,NLnetLabs
2020-05,15,,,NLnetLabs
2020-06,56,,,NLnetLabs
2020-07,25,,,NLnetLabs
2020-08,24,,,NLnetLabs
2020-09,38,,,NLnetLabs
2020-10,45,,,NLnetLabs
2020-11,43,,,NLnetLabs
2020-12,17,,,NLnetLabs
2021-01,61,,,NLnetLabs
2021-02,37,,,NLnetLabs
2021-03,69,,,NLnetLabs
2021-04,81,,,NLnetLabs
2021-05,96,,,NLnetLabs
2021-06,39,,,NLnetLabs
2021-07,62,,,NLnetLabs
2021-08,37,,,NLnetLabs
2021-09,32,,,NLnetLabs
2021-10,30,,,NLnetLabs
2021-11,68,,,NLnetLabs
2021-12,31,,,NLnetLabs
2022-01,90,,,NLnetLabs
2022-02,56,,,NLnetLabs
2022-03,39,,,NLnetLabs
2022-04,36,,,NLnetLabs
2022-05,14,,,NLnetLabs
2022-06,39,,,NLnetLabs
2022-07,40,,,NLnetLabs
2022-08,74,,,NLnetLabs
2022-09,72,,,NLnetLabs
2022-10,90,,,NLnetLabs
2022-11,85,,,NLnetLabs
2022-12,39,,,NLnetLabs
2023-01,63,,,NLnetLabs
2023-02,64,,,NLnetLabs
2023-03,53,,,NLnetLabs
2023-04,90,,,NLnetLabs
2023-05,75,,,NLnetLabs
2023-06,69,,,NLnetLabs
2023-07,66,,,NLnetLabs
2023-08,28,,,NLnetLabs
2023-09,86,,,NLnetLabs
2023-10,88,,,NLnetLabs
2023-11,76,,,NLnetLabs
2023-12,47,,,NLnetLabs
2024-01,91,,,NLnetLabs
2024-02,64,,,NLnetLabs
2024-03,54,,,NLnetLabs
2024-04,54,,,NLnetLabs
2015-07,1,0,1,openjs-foundation
2015-08,1,0,1,openjs-foundation
2016-07,1,0,1,openjs-foundation
2016-08,1,0,1,openjs-foundation
2017-09,5,0,5,openjs-foundation
2017-10,3,0,3,openjs-foundation
2018-04,1,0,1,openjs-foundation
2018-05,18,0,18,openjs-foundation
2018-06,1,0,1,openjs-foundation
2018-09,4,0,4,openjs-foundation
2018-10,29,0,29,openjs-foundation
2018-11,12,0,12,openjs-foundation
2018-12,9,0,9,openjs-foundation
2019-01,18,0,18,openjs-foundation
2019-02,16,0,16,openjs-foundation
2019-03,13,0,13,openjs-foundation
2019-04,14,0,14,openjs-foundation
2019-05,17,0,17,openjs-foundation
2019-06,27,0,27,openjs-foundation
2019-07,14,0,14,openjs-foundation
2019-08,28,0,28,openjs-foundation
2019-09,7,0,7,openjs-foundation
2019-10,13,0,13,openjs-foundation
2019-11,13,0,13,openjs-foundation
2019-12,29,0,29,openjs-foundation
2020-01,32,1,31,openjs-foundation
2020-02,11,0,11,openjs-foundation
2020-03,28,0,28,openjs-foundation
2020-04,23,2,21,openjs-foundation
2020-05,20,1,19,openjs-foundation
2020-06,17,0,17,openjs-foundation
2020-07,14,0,14,openjs-foundation
2020-08,14,0,14,openjs-foundation
2020-09,12,0,12,openjs-foundation
2020-10,11,2,9,openjs-foundation
2020-11,5,0,5,openjs-foundation
2020-12,8,0,8,openjs-foundation
2021-01,6,0,6,openjs-foundation
2021-02,14,0,14,openjs-foundation
2021-03,12,0,12,openjs-foundation
2021-04,4,0,4,openjs-foundation
2021-05,5,1,4,openjs-foundation
2021-06,7,0,7,openjs-foundation
2021-07,13,1,12,openjs-foundation
2021-08,12,1,11,openjs-foundation
2021-09,10,3,7,openjs-foundation
2021-10,2,1,1,openjs-foundation
2021-11,5,1,4,openjs-foundation
2021-12,3,1,2,openjs-foundation
2022-01,12,4,8,openjs-foundation
2022-02,3,0,3,openjs-foundation
2022-03,19,1,18,openjs-foundation
2022-04,20,1,19,openjs-foundation
2022-05,7,1,6,openjs-foundation
2022-06,1,0,1,openjs-foundation
2022-07,3,0,3,openjs-foundation
2022-08,5,0,5,openjs-foundation
2022-09,5,0,5,openjs-foundation
2022-10,5,0,5,openjs-foundation
2022-11,15,1,14,openjs-foundation
2022-12,6,0,6,openjs-foundation
2023-01,7,0,7,openjs-foundation
2023-02,5,0,5,openjs-foundation
2023-03,22,0,22,openjs-foundation
2023-04,23,0,23,openjs-foundation
2023-05,23,3,20,openjs-foundation
2023-06,22,1,21,openjs-foundation
2023-07,21,5,16,openjs-foundation
2023-08,28,0,28,openjs-foundation
2023-09,16,1,15,openjs-foundation
2023-10,11,0,11,openjs-foundation
2023-11,13,1,12,openjs-foundation
2023-12,11,0,11,openjs-foundation
2024-01,13,0,13,openjs-foundation
2024-02,13,2,11,openjs-foundation
2024-03,18,1,17,openjs-foundation
2024-04,8,4,4,openjs-foundation
2012-02,1,,,OpenMathLib
2012-05,4,,,OpenMathLib
2012-07,1,,,OpenMathLib
2012-08,1,,,OpenMathLib
2012-11,3,,,OpenMathLib
2012-12,3,,,OpenMathLib
2013-03,6,,,OpenMathLib
2013-04,2,,,OpenMathLib
2013-06,5,,,OpenMathLib
2013-07,6,,,OpenMathLib
2013-08,9,,,OpenMathLib
2013-09,1,,,OpenMathLib
2013-10,2,,,OpenMathLib
2013-12,3,,,OpenMathLib
2014-02,3,,,OpenMathLib
2014-05,6,,,OpenMathLib
2014-06,8,,,OpenMathLib
2014-07,12,,,OpenMathLib
2014-08,7,,,OpenMathLib
2014-09,7,,,OpenMathLib
2014-10,1,,,OpenMathLib
2014-11,1,,,OpenMathLib
2014-12,10,,,OpenMathLib
2015-01,3,,,OpenMathLib
2015-02,2,,,OpenMathLib
2015-03,3,,,OpenMathLib
2015-04,14,,,OpenMathLib
2015-05,17,,,OpenMathLib
2015-06,5,,,OpenMathLib
2015-08,15,,,OpenMathLib
2015-09,7,,,OpenMathLib
2015-10,4,,,OpenMathLib
2015-11,4,,,OpenMathLib
2015-12,6,,,OpenMathLib
2016-01,15,,,OpenMathLib
2016-02,4,,,OpenMathLib
2016-03,24,,,OpenMathLib
2016-04,17,,,OpenMathLib
2016-05,17,,,OpenMathLib
2016-06,5,,,OpenMathLib
2016-07,6,,,OpenMathLib
2016-08,3,,,OpenMathLib
2016-09,7,,,OpenMathLib
2016-10,9,,,OpenMathLib
2016-11,6,,,OpenMathLib
2016-12,8,,,OpenMathLib
2017-01,21,,,OpenMathLib
2017-02,20,,,OpenMathLib
2017-03,11,,,OpenMathLib
2017-04,12,,,OpenMathLib
2017-05,10,,,OpenMathLib
2017-06,6,,,OpenMathLib
2017-07,22,,,OpenMathLib
2017-08,16,,,OpenMathLib
2017-09,14,,,OpenMathLib
2017-10,9,,,OpenMathLib
2017-11,23,,,OpenMathLib
2017-12,18,,,OpenMathLib
2018-01,15,,,OpenMathLib
2018-02,22,,,OpenMathLib
2018-03,10,,,OpenMathLib
2018-04,23,,,OpenMathLib
2018-05,23,,,OpenMathLib
2018-06,41,,,OpenMathLib
2018-07,18,,,OpenMathLib
2018-08,27,,,OpenMathLib
2018-09,19,,,OpenMathLib
2018-10,36,,,OpenMathLib
2018-11,24,,,OpenMathLib
2018-12,22,,,OpenMathLib
2019-01,22,,,OpenMathLib
2019-02,26,,,OpenMathLib
2019-03,22,,,OpenMathLib
2019-04,12,,,OpenMathLib
2019-05,23,,,OpenMathLib
2019-06,11,,,OpenMathLib
2019-07,12,,,OpenMathLib
2019-08,19,,,OpenMathLib
2019-09,18,,,OpenMathLib
2019-10,14,,,OpenMathLib
2019-11,21,,,OpenMathLib
2019-12,20,,,OpenMathLib
2020-01,14,,,OpenMathLib
2020-02,60,,,OpenMathLib
2020-03,48,,,OpenMathLib
2020-04,35,,,OpenMathLib
2020-05,22,,,OpenMathLib
2020-06,33,,,OpenMathLib
2020-07,30,,,OpenMathLib
2020-08,28,,,OpenMathLib
2020-09,35,,,OpenMathLib
2020-10,63,,,OpenMathLib
2020-11,32,,,OpenMathLib
2020-12,25,,,OpenMathLib
2021-01,27,,,OpenMathLib
2021-02,18,,,OpenMathLib
2021-03,32,,,OpenMathLib
2021-04,23,,,OpenMathLib
2021-05,32,,,OpenMathLib
2021-06,17,,,OpenMathLib
2021-07,30,,,OpenMathLib
2021-08,17,,,OpenMathLib
2021-09,25,,,OpenMathLib
2021-10,32,,,OpenMathLib
2021-11,17,,,OpenMathLib
2021-12,28,,,OpenMathLib
2022-01,8,,,OpenMathLib
2022-02,19,,,OpenMathLib
2022-03,24,,,OpenMathLib
2022-04,15,,,OpenMathLib
2022-05,12,,,OpenMathLib
2022-06,17,,,OpenMathLib
2022-07,23,,,OpenMathLib
2022-08,25,,,OpenMathLib
2022-09,20,,,OpenMathLib
2022-10,12,,,OpenMathLib
2022-11,37,,,OpenMathLib
2022-12,20,,,OpenMathLib
2023-01,4,,,OpenMathLib
2023-02,18,,,OpenMathLib
2023-03,38,,,OpenMathLib
2023-04,27,,,OpenMathLib
2023-05,26,,,OpenMathLib
2023-06,38,,,OpenMathLib
2023-07,39,,,OpenMathLib
2023-08,24,,,OpenMathLib
2023-09,18,,,OpenMathLib
2023-10,20,,,OpenMathLib
2023-11,46,,,OpenMathLib
2023-12,35,,,OpenMathLib
2024-01,38,,,OpenMathLib
2024-02,51,,,OpenMathLib
2024-03,34,,,OpenMathLib
2024-04,44,,,OpenMathLib
2020-05,5,0,5,openmls
2020-06,1,0,1,openmls
2020-07,1,0,1,openmls
2020-08,6,0,6,openmls
2020-09,7,0,7,openmls
2020-10,49,0,49,openmls
2020-11,33,0,33,openmls
2020-12,33,0,33,openmls
2021-01,20,0,20,openmls
2021-02,20,0,20,openmls
2021-03,17,0,17,openmls
2021-04,15,0,15,openmls
2021-05,15,0,15,openmls
2021-06,9,0,9,openmls
2021-07,12,0,12,openmls
2021-08,4,0,4,openmls
2021-09,6,0,6,openmls
2021-10,18,0,18,openmls
2021-11,28,0,28,openmls
2021-12,55,0,55,openmls
2022-01,38,0,38,openmls
2022-02,79,0,79,openmls
2022-03,4,0,4,openmls
2022-04,4,0,4,openmls
2022-05,2,0,2,openmls
2022-06,7,0,7,openmls
2022-07,4,0,4,openmls
2022-08,2,0,2,openmls
2022-09,3,0,3,openmls
2022-10,32,0,32,openmls
2022-11,34,0,34,openmls
2022-12,28,0,28,openmls
2023-01,36,0,36,openmls
2023-02,47,0,47,openmls
2023-03,20,0,20,openmls
2023-04,28,0,28,openmls
2023-05,16,0,16,openmls
2023-06,12,0,12,openmls
2023-07,12,0,12,openmls
2023-08,4,0,4,openmls
2023-09,9,0,9,openmls
2023-10,2,0,2,openmls
2023-11,8,1,7,openmls
2023-12,1,0,1,openmls
2024-01,15,0,15,openmls
2024-02,15,0,15,openmls
2024-03,13,0,13,openmls
2024-04,21,4,17,openmls
2012-03,1,0,1,openpgpjs
2012-04,2,0,2,openpgpjs
2012-06,3,0,3,openpgpjs
2012-07,3,0,3,openpgpjs
2012-08,1,0,1,openpgpjs
2012-09,1,0,1,openpgpjs
2012-10,1,0,1,openpgpjs
2013-01,2,0,2,openpgpjs
2013-02,4,0,4,openpgpjs
2013-04,4,0,4,openpgpjs
2013-06,4,0,4,openpgpjs
2013-08,4,0,4,openpgpjs
2013-09,3,0,3,openpgpjs
2013-10,8,0,8,openpgpjs
2013-11,3,0,3,openpgpjs
2013-12,10,0,10,openpgpjs
2014-01,12,0,12,openpgpjs
2014-02,10,0,10,openpgpjs
2014-03,6,0,6,openpgpjs
2014-04,5,0,5,openpgpjs
2014-05,3,0,3,openpgpjs
2014-06,4,0,4,openpgpjs
2014-07,5,0,5,openpgpjs
2014-08,2,0,2,openpgpjs
2014-09,3,0,3,openpgpjs
2014-10,3,0,3,openpgpjs
2014-11,3,0,3,openpgpjs
2014-12,4,0,4,openpgpjs
2015-01,1,0,1,openpgpjs
2015-02,7,0,7,openpgpjs
2015-03,5,0,5,openpgpjs
2015-04,3,0,3,openpgpjs
2015-05,2,0,2,openpgpjs
2015-06,9,0,9,openpgpjs
2015-07,1,0,1,openpgpjs
2015-08,4,0,4,openpgpjs
2015-09,4,0,4,openpgpjs
2015-10,3,0,3,openpgpjs
2015-11,6,0,6,openpgpjs
2015-12,2,0,2,openpgpjs
2016-01,9,0,9,openpgpjs
2016-02,8,0,8,openpgpjs
2016-03,5,0,5,openpgpjs
2016-04,4,0,4,openpgpjs
2016-05,5,0,5,openpgpjs
2016-06,2,0,2,openpgpjs
2016-07,1,0,1,openpgpjs
2016-08,2,0,2,openpgpjs
2016-09,1,0,1,openpgpjs
2016-10,4,0,4,openpgpjs
2016-11,1,0,1,openpgpjs
2016-12,2,0,2,openpgpjs
2017-01,7,0,7,openpgpjs
2017-02,3,1,2,openpgpjs
2017-03,6,0,6,openpgpjs
2017-04,4,0,4,openpgpjs
2017-05,1,0,1,openpgpjs
2017-06,1,0,1,openpgpjs
2017-07,7,0,7,openpgpjs
2017-08,2,0,2,openpgpjs
2017-09,2,0,2,openpgpjs
2017-10,3,0,3,openpgpjs
2017-11,4,0,4,openpgpjs
2017-12,3,0,3,openpgpjs
2018-01,5,0,5,openpgpjs
2018-02,13,0,13,openpgpjs
2018-03,10,0,10,openpgpjs
2018-04,10,1,9,openpgpjs
2018-05,9,0,9,openpgpjs
2018-06,2,0,2,openpgpjs
2018-07,9,0,9,openpgpjs
2018-08,2,0,2,openpgpjs
2018-09,7,0,7,openpgpjs
2018-10,11,0,11,openpgpjs
2018-11,9,0,9,openpgpjs
2018-12,11,0,11,openpgpjs
2019-01,12,0,12,openpgpjs
2019-02,7,0,7,openpgpjs
2019-03,3,0,3,openpgpjs
2019-04,5,0,5,openpgpjs
2019-05,6,0,6,openpgpjs
2019-06,7,0,7,openpgpjs
2019-07,9,0,9,openpgpjs
2019-08,10,0,10,openpgpjs
2019-09,9,0,9,openpgpjs
2019-10,5,0,5,openpgpjs
2019-11,5,0,5,openpgpjs
2019-12,4,0,4,openpgpjs
2020-01,6,0,6,openpgpjs
2020-02,6,0,6,openpgpjs
2020-03,13,0,13,openpgpjs
2020-04,9,0,9,openpgpjs
2020-05,8,0,8,openpgpjs
2020-06,3,0,3,openpgpjs
2020-07,9,0,9,openpgpjs
2020-08,5,0,5,openpgpjs
2020-09,10,0,10,openpgpjs
2020-10,1,0,1,openpgpjs
2020-11,7,0,7,openpgpjs
2020-12,10,0,10,openpgpjs
2021-01,2,0,2,openpgpjs
2021-02,16,0,16,openpgpjs
2021-03,12,0,12,openpgpjs
2021-04,6,0,6,openpgpjs
2021-05,8,0,8,openpgpjs
2021-06,21,0,21,openpgpjs
2021-07,13,0,13,openpgpjs
2021-08,5,0,5,openpgpjs
2021-09,5,0,5,openpgpjs
2021-10,3,0,3,openpgpjs
2021-11,6,0,6,openpgpjs
2021-12,5,0,5,openpgpjs
2022-01,2,0,2,openpgpjs
2022-02,7,0,7,openpgpjs
2022-03,6,0,6,openpgpjs
2022-05,4,0,4,openpgpjs
2022-06,4,0,4,openpgpjs
2022-07,3,0,3,openpgpjs
2022-08,7,0,7,openpgpjs
2022-09,5,1,4,openpgpjs
2022-10,3,0,3,openpgpjs
2022-11,3,0,3,openpgpjs
2022-12,3,0,3,openpgpjs
2023-01,10,0,10,openpgpjs
