month,unique_pull_requests,open_pull_requests,closed_pull_requests,org_name
2023-02,11,0,11,openpgpjs
2023-03,8,1,7,openpgpjs
2023-04,7,2,5,openpgpjs
2023-05,9,0,9,openpgpjs
2023-06,8,0,8,openpgpjs
2023-08,1,0,1,openpgpjs
2023-09,9,0,9,openpgpjs
2023-10,4,0,4,openpgpjs
2023-11,3,0,3,openpgpjs
2023-12,5,4,1,openpgpjs
2024-01,7,1,6,openpgpjs
2024-02,8,1,7,openpgpjs
2024-03,5,0,5,openpgpjs
2024-04,5,1,4,openpgpjs
2022-01,13,0,13,pendulum-project
2022-02,9,0,9,pendulum-project
2022-03,16,0,16,pendulum-project
2022-04,54,0,54,pendulum-project
2022-05,38,0,38,pendulum-project
2022-06,44,0,44,pendulum-project
2022-07,34,0,34,pendulum-project
2022-08,31,0,31,pendulum-project
2022-09,38,0,38,pendulum-project
2022-10,54,0,54,pendulum-project
2022-11,40,0,40,pendulum-project
2022-12,39,0,39,pendulum-project
2023-01,47,0,47,pendulum-project
2023-02,41,0,41,pendulum-project
2023-03,95,0,95,pendulum-project
2023-04,107,0,107,pendulum-project
2023-05,74,0,74,pendulum-project
2023-06,78,0,78,pendulum-project
2023-07,110,0,110,pendulum-project
2023-08,119,0,119,pendulum-project
2023-09,102,0,102,pendulum-project
2023-10,86,0,86,pendulum-project
2023-11,103,3,100,pendulum-project
2023-12,64,0,64,pendulum-project
2024-01,82,1,81,pendulum-project
2024-02,73,2,71,pendulum-project
2024-03,65,3,62,pendulum-project
2024-04,43,8,35,pendulum-project
2012-01,3,0,3,php
2012-02,2,0,2,php
2012-03,36,0,36,php
2012-04,41,0,41,php
2012-05,26,0,26,php
2012-06,24,0,24,php
2012-07,28,0,28,php
2012-08,36,0,36,php
2012-09,36,0,36,php
2012-10,16,0,16,php
2012-11,16,0,16,php
2012-12,13,0,13,php
2013-01,24,0,24,php
2013-02,25,0,25,php
2013-03,25,0,25,php
2013-04,22,0,22,php
2013-05,17,0,17,php
2013-06,27,0,27,php
2013-07,29,1,28,php
2013-08,27,0,27,php
2013-09,56,0,56,php
2013-10,43,0,43,php
2013-11,30,0,30,php
2013-12,27,0,27,php
2014-01,34,2,32,php
2014-02,34,0,34,php
2014-03,39,0,39,php
2014-04,28,0,28,php
2014-05,32,0,32,php
2014-06,30,1,29,php
2014-07,93,0,93,php
2014-08,81,0,81,php
2014-09,90,0,90,php
2014-10,30,1,29,php
2014-11,53,0,53,php
2014-12,70,0,70,php
2015-01,85,0,85,php
2015-02,102,0,102,php
2015-03,101,1,100,php
2015-04,57,2,55,php
2015-05,71,0,71,php
2015-06,75,0,75,php
2015-07,71,0,71,php
2015-08,60,2,58,php
2015-09,56,0,56,php
2015-10,82,0,82,php
2015-11,41,0,41,php
2015-12,85,1,84,php
2016-01,53,0,53,php
2016-02,46,0,46,php
2016-03,74,0,74,php
2016-04,58,1,57,php
2016-05,38,0,38,php
2016-06,54,1,53,php
2016-07,86,0,86,php
2016-08,67,0,67,php
2016-09,55,0,55,php
2016-10,43,0,43,php
2016-11,60,0,60,php
2016-12,53,1,52,php
2017-01,99,0,99,php
2017-02,54,0,54,php
2017-03,57,0,57,php
2017-04,60,0,60,php
2017-05,54,0,54,php
2017-06,67,1,66,php
2017-07,75,0,75,php
2017-08,71,0,71,php
2017-09,86,0,86,php
2017-10,102,0,102,php
2017-11,76,0,76,php
2017-12,47,0,47,php
2018-01,61,0,61,php
2018-02,138,1,137,php
2018-03,53,0,53,php
2018-04,30,0,30,php
2018-05,37,0,37,php
2018-06,119,0,119,php
2018-07,87,0,87,php
2018-08,68,0,68,php
2018-09,96,0,96,php
2018-10,133,0,133,php
2018-11,87,0,87,php
2018-12,67,0,67,php
2019-01,68,0,68,php
2019-02,138,0,138,php
2019-03,132,0,132,php
2019-04,109,0,109,php
2019-05,139,1,138,php
2019-06,150,2,148,php
2019-07,172,3,169,php
2019-08,190,2,188,php
2019-09,118,2,116,php
2019-10,127,3,124,php
2019-11,92,6,86,php
2019-12,103,3,100,php
2020-01,113,0,113,php
2020-02,118,2,116,php
2020-03,127,2,125,php
2020-04,207,7,200,php
2020-05,202,4,198,php
2020-06,145,4,141,php
2020-07,151,3,148,php
2020-08,161,1,160,php
2020-09,216,2,214,php
2020-10,185,3,182,php
2020-11,198,4,194,php
2020-12,173,3,170,php
2021-01,293,4,289,php
2021-02,163,4,159,php
2021-03,167,3,164,php
2021-04,251,10,241,php
2021-05,262,3,259,php
2021-06,281,4,277,php
2021-07,307,2,305,php
2021-08,289,13,276,php
2021-09,282,10,272,php
2021-10,236,7,229,php
2021-11,237,12,225,php
2021-12,298,9,289,php
2022-01,199,3,196,php
2022-02,126,3,123,php
2022-03,155,3,152,php
2022-04,197,7,190,php
2022-05,191,7,184,php
2022-06,311,7,304,php
2022-07,361,11,350,php
2022-08,237,8,229,php
2022-09,267,14,253,php
2022-10,300,20,280,php
2022-11,249,11,238,php
2022-12,319,12,307,php
2023-01,360,17,343,php
2023-02,309,12,297,php
2023-03,322,15,307,php
2023-04,205,15,190,php
2023-05,200,10,190,php
2023-06,227,9,218,php
2023-07,315,13,302,php
2023-08,308,32,276,php
2023-09,242,20,222,php
2023-10,298,14,284,php
2023-11,376,23,353,php
2023-12,508,18,490,php
2024-01,569,27,542,php
2024-02,494,42,452,php
2024-03,391,58,333,php
2024-04,205,36,169,php
2023-03,16,0,16,prefix-dev
2023-04,92,0,92,prefix-dev
2023-05,19,0,19,prefix-dev
2023-06,95,0,95,prefix-dev
2023-07,58,0,58,prefix-dev
2023-08,32,0,32,prefix-dev
2023-09,66,0,66,prefix-dev
2023-10,102,0,102,prefix-dev
2023-11,169,1,168,prefix-dev
2023-12,126,1,125,prefix-dev
2024-01,255,1,254,prefix-dev
2024-02,263,2,261,prefix-dev
2024-03,206,6,200,prefix-dev
2024-04,173,22,151,prefix-dev
2013-02,4,0,4,pyca
2013-03,15,0,15,pyca
2013-04,1,0,1,pyca
2013-05,2,0,2,pyca
2013-07,2,0,2,pyca
2013-08,36,0,36,pyca
2013-09,32,0,32,pyca
2013-10,153,2,151,pyca
2013-11,66,0,66,pyca
2013-12,89,0,89,pyca
2014-01,141,0,141,pyca
2014-02,150,0,150,pyca
2014-03,157,0,157,pyca
2014-04,105,0,105,pyca
2014-05,83,0,83,pyca
2014-06,98,0,98,pyca
2014-07,84,0,84,pyca
2014-08,34,0,34,pyca
2014-09,41,0,41,pyca
2014-10,66,0,66,pyca
2014-11,44,0,44,pyca
2014-12,85,0,85,pyca
2015-01,43,0,43,pyca
2015-02,50,0,50,pyca
2015-03,99,0,99,pyca
2015-04,89,0,89,pyca
2015-05,110,0,110,pyca
2015-06,83,0,83,pyca
2015-07,69,0,69,pyca
2015-08,110,0,110,pyca
2015-09,104,0,104,pyca
2015-10,74,0,74,pyca
2015-11,26,0,26,pyca
2015-12,97,0,97,pyca
2016-01,91,0,91,pyca
2016-02,32,0,32,pyca
2016-03,113,0,113,pyca
2016-04,22,0,22,pyca
2016-05,30,0,30,pyca
2016-06,100,0,100,pyca
2016-07,33,0,33,pyca
2016-08,51,0,51,pyca
2016-09,55,0,55,pyca
2016-10,24,0,24,pyca
2016-11,77,0,77,pyca
2016-12,42,0,42,pyca
2017-01,55,0,55,pyca
2017-02,38,0,38,pyca
2017-03,55,0,55,pyca
2017-04,94,0,94,pyca
2017-05,109,0,109,pyca
2017-06,116,1,115,pyca
2017-07,96,0,96,pyca
2017-08,43,0,43,pyca
2017-09,71,0,71,pyca
2017-10,64,0,64,pyca
2017-11,38,0,38,pyca
2017-12,40,0,40,pyca
2018-01,24,0,24,pyca
2018-02,31,0,31,pyca
2018-03,59,0,59,pyca
2018-04,34,0,34,pyca
2018-05,62,0,62,pyca
2018-06,33,0,33,pyca
2018-07,70,0,70,pyca
2018-08,55,0,55,pyca
2018-09,34,0,34,pyca
2018-10,68,1,67,pyca
2018-11,52,0,52,pyca
2018-12,46,0,46,pyca
2019-01,67,0,67,pyca
2019-02,54,0,54,pyca
2019-03,19,0,19,pyca
2019-04,30,0,30,pyca
2019-05,94,0,94,pyca
2019-06,37,1,36,pyca
2019-07,29,2,27,pyca
2019-08,9,0,9,pyca
2019-09,24,0,24,pyca
2019-10,35,0,35,pyca
2019-11,31,0,31,pyca
2019-12,14,1,13,pyca
2020-01,17,0,17,pyca
2020-02,8,0,8,pyca
2020-03,45,0,45,pyca
2020-04,89,0,89,pyca
2020-05,22,0,22,pyca
2020-06,22,0,22,pyca
2020-07,79,0,79,pyca
2020-08,118,0,118,pyca
2020-09,26,0,26,pyca
2020-10,66,1,65,pyca
2020-11,62,3,59,pyca
2020-12,89,2,87,pyca
2021-01,39,0,39,pyca
2021-02,122,0,122,pyca
2021-03,49,1,48,pyca
2021-04,76,0,76,pyca
2021-05,74,0,74,pyca
2021-06,64,0,64,pyca
2021-07,31,0,31,pyca
2021-08,67,0,67,pyca
2021-09,78,0,78,pyca
2021-10,148,0,148,pyca
2021-11,157,0,157,pyca
2021-12,115,0,115,pyca
2022-01,67,0,67,pyca
2022-02,75,1,74,pyca
2022-03,93,0,93,pyca
2022-04,129,0,129,pyca
2022-05,144,0,144,pyca
2022-06,89,0,89,pyca
2022-07,85,0,85,pyca
2022-08,103,0,103,pyca
2022-09,118,1,117,pyca
2022-10,117,0,117,pyca
2022-11,97,0,97,pyca
2022-12,109,1,108,pyca
2023-01,244,0,244,pyca
2023-02,233,0,233,pyca
2023-03,249,2,247,pyca
2023-04,206,2,204,pyca
2023-05,165,0,165,pyca
2023-06,164,1,163,pyca
2023-07,174,0,174,pyca
2023-08,221,1,220,pyca
2023-09,170,0,170,pyca
2023-10,155,0,155,pyca
2023-11,156,0,156,pyca
2023-12,170,1,169,pyca
2024-01,241,2,239,pyca
2024-02,198,2,196,pyca
2024-03,166,2,164,pyca
2024-04,191,3,188,pyca
2012-01,3,0,3,qos-ch
2012-02,1,0,1,qos-ch
2012-03,4,0,4,qos-ch
2012-04,5,0,5,qos-ch
2012-05,4,0,4,qos-ch
2012-06,6,0,6,qos-ch
2012-07,7,2,5,qos-ch
2012-08,6,0,6,qos-ch
2012-09,6,1,5,qos-ch
2012-10,4,2,2,qos-ch
2012-11,2,0,2,qos-ch
2012-12,3,2,1,qos-ch
2013-01,9,1,8,qos-ch
2013-02,7,0,7,qos-ch
2013-03,22,5,17,qos-ch
2013-04,36,1,35,qos-ch
2013-05,10,4,6,qos-ch
2013-06,7,2,5,qos-ch
2013-07,8,2,6,qos-ch
2013-08,4,1,3,qos-ch
2013-09,11,0,11,qos-ch
2013-10,8,0,8,qos-ch
2013-11,12,1,11,qos-ch
2013-12,10,1,9,qos-ch
2014-01,3,0,3,qos-ch
2014-02,17,4,13,qos-ch
2014-03,13,1,12,qos-ch
2014-04,18,1,17,qos-ch
2014-05,9,0,9,qos-ch
2014-06,5,2,3,qos-ch
2014-07,12,0,12,qos-ch
2014-08,8,1,7,qos-ch
2014-09,6,0,6,qos-ch
2014-10,8,2,6,qos-ch
2014-11,8,3,5,qos-ch
2014-12,14,1,13,qos-ch
2015-01,8,0,8,qos-ch
2015-02,6,1,5,qos-ch
2015-03,9,0,9,qos-ch
2015-04,21,3,18,qos-ch
2015-05,4,1,3,qos-ch
2015-06,8,3,5,qos-ch
2015-07,7,1,6,qos-ch
2015-08,4,2,2,qos-ch
2015-09,7,7,0,qos-ch
2015-10,8,3,5,qos-ch
2015-11,10,4,6,qos-ch
2015-12,13,4,9,qos-ch
2016-01,8,6,2,qos-ch
2016-02,9,3,6,qos-ch
2016-03,15,5,10,qos-ch
2016-04,9,4,5,qos-ch
2016-05,8,3,5,qos-ch
2016-06,7,5,2,qos-ch
2016-07,5,1,4,qos-ch
2016-08,5,3,2,qos-ch
2016-09,2,2,0,qos-ch
2016-10,5,3,2,qos-ch
2016-11,9,2,7,qos-ch
2016-12,14,6,8,qos-ch
2017-01,8,2,6,qos-ch
2017-02,7,1,6,qos-ch
2017-03,10,4,6,qos-ch
2017-04,3,2,1,qos-ch
2017-05,3,2,1,qos-ch
2017-06,7,2,5,qos-ch
2017-07,8,4,4,qos-ch
2017-08,8,6,2,qos-ch
