org_name,commit_month,avg_commits_per_contributor
curl,2022-09-01,41.51851851851852
curl,2022-10-01,27.72222222222222
curl,2022-11-01,30.96
curl,2022-12-01,14.878787878787879
curl,2023-01-01,76.58620689655173
curl,2023-02-01,21.09375
curl,2023-03-01,42.35294117647059
curl,2023-04-01,32.30952380952381
curl,2023-05-01,39.1764705882353
curl,2023-06-01,19.21212121212121
curl,2023-07-01,12.91891891891892
curl,2023-08-01,52.58620689655172
curl,2023-09-01,55.483870967741936
curl,2023-10-01,66.39285714285714
curl,2023-11-01,47.45454545454545
curl,2023-12-01,53.55882352941177
curl,2024-01-01,84.10344827586206
curl,2024-02-01,42.193548387096776
curl,2024-03-01,75.03846153846153
curl,2024-04-01,31.727272727272727
fortran-lang,2012-02-01,142.0
fortran-lang,2012-06-01,1.0
fortran-lang,2013-02-01,55.0
fortran-lang,2015-02-01,1.0
fortran-lang,2017-05-01,964.0
fortran-lang,2017-07-01,772.0
fortran-lang,2017-08-01,314.0
fortran-lang,2017-09-01,3.0
fortran-lang,2017-10-01,68.0
fortran-lang,2017-11-01,37.0
fortran-lang,2017-12-01,9.5
fortran-lang,2018-01-01,33.0
fortran-lang,2018-03-01,6.5
fortran-lang,2018-04-01,13.2
fortran-lang,2018-05-01,35.666666666666664
fortran-lang,2018-06-01,14.5
fortran-lang,2018-07-01,40.0
fortran-lang,2018-08-01,5.0
fortran-lang,2018-09-01,22.5
fortran-lang,2018-10-01,11.25
fortran-lang,2018-11-01,21.0
fortran-lang,2019-01-01,15.75
fortran-lang,2019-02-01,19.333333333333332
fortran-lang,2019-03-01,136.66666666666666
fortran-lang,2019-04-01,32.0
fortran-lang,2019-05-01,19.0
fortran-lang,2019-06-01,7.5
fortran-lang,2019-07-01,13.666666666666666
fortran-lang,2019-08-01,3.5
fortran-lang,2019-09-01,4.5
fortran-lang,2019-10-01,1.0
fortran-lang,2019-12-01,17.444444444444443
fortran-lang,2020-01-01,32.07142857142857
fortran-lang,2020-02-01,18.46153846153846
fortran-lang,2020-03-01,16.2
fortran-lang,2020-04-01,18.36842105263158
fortran-lang,2020-05-01,223.70833333333334
fortran-lang,2020-06-01,64.0
fortran-lang,2020-07-01,35.94736842105263
fortran-lang,2020-08-01,14.0
fortran-lang,2020-09-01,75.3125
fortran-lang,2020-10-01,54.68421052631579
fortran-lang,2020-11-01,103.47368421052632
fortran-lang,2020-12-01,101.73913043478261
fortran-lang,2021-01-01,98.6923076923077
fortran-lang,2021-02-01,46.294117647058826
fortran-lang,2021-03-01,59.87096774193548
fortran-lang,2021-04-01,72.33333333333333
fortran-lang,2021-05-01,46.03703703703704
fortran-lang,2021-06-01,81.42105263157895
fortran-lang,2021-07-01,78.27027027027027
fortran-lang,2021-08-01,88.0
fortran-lang,2021-09-01,111.0625
fortran-lang,2021-10-01,154.4090909090909
fortran-lang,2021-11-01,133.85714285714286
fortran-lang,2021-12-01,264.07142857142856
fortran-lang,2022-01-01,64.11538461538461
fortran-lang,2022-02-01,69.65
fortran-lang,2022-03-01,242.47826086956522
fortran-lang,2022-04-01,62.96153846153846
fortran-lang,2022-05-01,80.25
fortran-lang,2022-06-01,141.45833333333334
fortran-lang,2022-07-01,150.94736842105263
fortran-lang,2022-08-01,82.84
fortran-lang,2022-09-01,39.628571428571426
fortran-lang,2022-10-01,13.666666666666666
fortran-lang,2022-11-01,55.31578947368421
fortran-lang,2022-12-01,32.90909090909091
fortran-lang,2023-01-01,36.92857142857143
fortran-lang,2023-02-01,49.9375
fortran-lang,2023-03-01,103.24
fortran-lang,2023-04-01,42.94117647058823
fortran-lang,2023-05-01,90.9
fortran-lang,2023-06-01,131.64
fortran-lang,2023-07-01,23.0
fortran-lang,2023-08-01,109.25
fortran-lang,2023-09-01,106.4375
fortran-lang,2023-10-01,49.6
fortran-lang,2023-11-01,21.0
fortran-lang,2023-12-01,52.68421052631579
fortran-lang,2024-01-01,179.38888888888889
fortran-lang,2024-02-01,72.3076923076923
fortran-lang,2024-03-01,111.68181818181819
fortran-lang,2024-04-01,1566.2307692307693
openjs-foundation,2015-06-01,1.0
openjs-foundation,2015-07-01,2.0
openjs-foundation,2015-08-01,3.5
openjs-foundation,2016-07-01,1.0
openjs-foundation,2016-08-01,1.5
openjs-foundation,2016-09-01,1.0
openjs-foundation,2016-11-01,1.0
openjs-foundation,2017-01-01,1.0
openjs-foundation,2017-04-01,1.0
openjs-foundation,2017-09-01,2.0
openjs-foundation,2017-10-01,1.5
openjs-foundation,2017-11-01,3.3333333333333335
openjs-foundation,2017-12-01,8.0
openjs-foundation,2018-01-01,8.0
openjs-foundation,2018-03-01,4.2
openjs-foundation,2018-04-01,7.0
openjs-foundation,2018-05-01,1.4090909090909092
openjs-foundation,2018-06-01,3.0
openjs-foundation,2018-07-01,2.3333333333333335
openjs-foundation,2018-08-01,3.0
openjs-foundation,2018-09-01,1.6
openjs-foundation,2018-10-01,2.769230769230769
openjs-foundation,2018-11-01,4.6
openjs-foundation,2018-12-01,4.0
openjs-foundation,2019-01-01,3.909090909090909
openjs-foundation,2019-02-01,6.0
openjs-foundation,2019-03-01,5.777777777777778
openjs-foundation,2019-04-01,2.4285714285714284
openjs-foundation,2019-05-01,3.25
openjs-foundation,2019-06-01,2.6875
openjs-foundation,2019-07-01,3.0833333333333335
openjs-foundation,2019-08-01,7.5
openjs-foundation,2019-09-01,4.428571428571429
openjs-foundation,2019-10-01,3.125
openjs-foundation,2019-11-01,62.666666666666664
openjs-foundation,2019-12-01,3.6
openjs-foundation,2020-01-01,2.8333333333333335
openjs-foundation,2020-02-01,8.1
openjs-foundation,2020-03-01,2.9
openjs-foundation,2020-04-01,2.8461538461538463
openjs-foundation,2020-05-01,4.083333333333333
openjs-foundation,2020-06-01,2.909090909090909
openjs-foundation,2020-07-01,4.714285714285714
openjs-foundation,2020-08-01,12.916666666666666
openjs-foundation,2020-09-01,10.857142857142858
openjs-foundation,2020-10-01,3.0
openjs-foundation,2020-11-01,11.5
openjs-foundation,2020-12-01,3.8
openjs-foundation,2021-01-01,14.75
openjs-foundation,2021-02-01,5.285714285714286
openjs-foundation,2021-03-01,9.5
openjs-foundation,2021-04-01,5.5
openjs-foundation,2021-05-01,3.4
openjs-foundation,2021-06-01,3.5
openjs-foundation,2021-07-01,8.11111111111111
openjs-foundation,2021-08-01,18.2
openjs-foundation,2021-09-01,1.5
openjs-foundation,2021-10-01,18.5
openjs-foundation,2021-11-01,11.0
openjs-foundation,2021-12-01,1.0
openjs-foundation,2022-01-01,9.5
openjs-foundation,2022-02-01,1.5
openjs-foundation,2022-03-01,5.25
openjs-foundation,2022-04-01,4.454545454545454
openjs-foundation,2022-05-01,6.5
openjs-foundation,2022-06-01,1.0
openjs-foundation,2022-07-01,3.75
openjs-foundation,2022-08-01,4.0
openjs-foundation,2022-09-01,1.2
openjs-foundation,2022-10-01,2.75
openjs-foundation,2022-11-01,3.1538461538461537
openjs-foundation,2022-12-01,30.2
openjs-foundation,2023-01-01,13.75
openjs-foundation,2023-02-01,3.25
openjs-foundation,2023-03-01,6.8
openjs-foundation,2023-04-01,2.1333333333333333
openjs-foundation,2023-05-01,8.75
openjs-foundation,2023-06-01,3.7
openjs-foundation,2023-07-01,4.5
openjs-foundation,2023-08-01,2.5
openjs-foundation,2023-09-01,2.8
openjs-foundation,2023-10-01,3.923076923076923
openjs-foundation,2023-11-01,1.6
openjs-foundation,2023-12-01,4.5
openjs-foundation,2024-01-01,4.1
openjs-foundation,2024-02-01,3.1666666666666665
openjs-foundation,2024-03-01,2.0
openjs-foundation,2024-04-01,1.0
openmls,2017-02-01,57.5
openmls,2017-03-01,3.0
openmls,2017-04-01,3.0
openmls,2017-05-01,3.5
openmls,2018-05-01,1.0
openmls,2018-11-01,1.0
openmls,2019-01-01,4.5
openmls,2019-02-01,4.0
openmls,2019-03-01,3.0
openmls,2019-04-01,1.0
openmls,2019-05-01,1.0
openmls,2019-11-01,4.666666666666667
openmls,2019-12-01,3.0
openmls,2020-04-01,2.6666666666666665
openmls,2020-05-01,47.5
openmls,2020-07-01,8.0
openmls,2020-08-01,139.0
openmls,2020-09-01,74.0
openmls,2020-10-01,185.33333333333334
openmls,2020-11-01,105.33333333333333
openmls,2020-12-01,78.5
openmls,2021-01-01,45.0
openmls,2021-02-01,30.6
openmls,2021-03-01,25.5
openmls,2021-04-01,85.6
openmls,2021-05-01,53.0
openmls,2021-06-01,129.0
openmls,2021-07-01,101.5
openmls,2021-08-01,6.0
openmls,2021-09-01,2.3333333333333335
openmls,2021-10-01,85.75
openmls,2021-11-01,89.0
openmls,2021-12-01,182.2
openmls,2022-01-01,63.0
openmls,2022-02-01,173.16666666666666
openmls,2022-03-01,9.5
openmls,2022-04-01,1.75
openmls,2022-05-01,1.0
openmls,2022-06-01,3.0
openmls,2022-07-01,5.0
openmls,2022-08-01,13.0
openmls,2022-09-01,16.333333333333332
openmls,2022-10-01,63.0
openmls,2022-11-01,52.285714285714285
openmls,2022-12-01,74.28571428571429
openmls,2023-01-01,118.0
openmls,2023-02-01,67.14285714285714
openmls,2023-03-01,52.6
openmls,2023-04-01,38.285714285714285
openmls,2023-05-01,20.0
openmls,2023-06-01,12.0
openmls,2023-07-01,6.4
openmls,2023-08-01,35.75
openmls,2023-09-01,6.8
openmls,2023-10-01,2.5
openmls,2023-11-01,2.0
openmls,2023-12-01,2.6666666666666665
openmls,2024-01-01,46.25
openmls,2024-02-01,29.75
openmls,2024-03-01,19.333333333333332
openmls,2024-04-01,60.25
openpgpjs,2012-01-01,25.0
openpgpjs,2012-02-01,18.666666666666668
openpgpjs,2012-03-01,12.333333333333334
openpgpjs,2012-04-01,22.88888888888889
openpgpjs,2012-05-01,45.6
openpgpjs,2012-06-01,17.75
openpgpjs,2012-07-01,47.2
openpgpjs,2012-08-01,15.333333333333334
openpgpjs,2012-09-01,20.428571428571427
openpgpjs,2012-10-01,20.571428571428573
openpgpjs,2012-11-01,15.0
openpgpjs,2012-12-01,23.555555555555557
openpgpjs,2013-01-01,12.066666666666666
openpgpjs,2013-02-01,22.2
openpgpjs,2013-03-01,39.0
openpgpjs,2013-04-01,48.333333333333336
openpgpjs,2013-05-01,40.77777777777778
openpgpjs,2013-06-01,11.4
openpgpjs,2013-07-01,7.0
openpgpjs,2013-08-01,9.2
openpgpjs,2013-09-01,4.928571428571429
openpgpjs,2013-10-01,26.214285714285715
openpgpjs,2013-11-01,26.41176470588235
openpgpjs,2013-12-01,81.8
openpgpjs,2014-01-01,104.8
openpgpjs,2014-02-01,41.69230769230769
openpgpjs,2014-03-01,70.6
openpgpjs,2014-04-01,31.625
openpgpjs,2014-05-01,25.785714285714285
openpgpjs,2014-06-01,35.93333333333333
openpgpjs,2014-07-01,27.083333333333332
openpgpjs,2014-08-01,24.88888888888889
openpgpjs,2014-09-01,19.076923076923077
openpgpjs,2014-10-01,16.666666666666668
openpgpjs,2014-11-01,18.466666666666665
openpgpjs,2014-12-01,17.153846153846153
openpgpjs,2015-01-01,14.76923076923077
openpgpjs,2015-02-01,18.153846153846153
openpgpjs,2015-03-01,16.6
openpgpjs,2015-04-01,12.857142857142858
openpgpjs,2015-05-01,5.25
openpgpjs,2015-06-01,7.923076923076923
openpgpjs,2015-07-01,10.181818181818182
openpgpjs,2015-08-01,5.8125
openpgpjs,2015-09-01,5.363636363636363
openpgpjs,2015-10-01,18.666666666666668
openpgpjs,2015-11-01,5.5
openpgpjs,2015-12-01,7.4
openpgpjs,2016-01-01,19.846153846153847
openpgpjs,2016-02-01,48.27272727272727
openpgpjs,2016-03-01,12.4375
openpgpjs,2016-04-01,5.8
openpgpjs,2016-05-01,7.0
openpgpjs,2016-06-01,9.0
openpgpjs,2016-07-01,10.5
openpgpjs,2016-08-01,9.333333333333334
openpgpjs,2016-09-01,3.875
openpgpjs,2016-10-01,6.25
openpgpjs,2016-11-01,3.3333333333333335
openpgpjs,2016-12-01,8.777777777777779
openpgpjs,2017-01-01,5.0
openpgpjs,2017-02-01,8.818181818181818
openpgpjs,2017-03-01,11.666666666666666
openpgpjs,2017-04-01,4.0
openpgpjs,2017-05-01,4.0
openpgpjs,2017-06-01,4.4
openpgpjs,2017-07-01,41.266666666666666
openpgpjs,2017-08-01,4.5
openpgpjs,2017-09-01,4.0
openpgpjs,2017-10-01,2.0
openpgpjs,2017-11-01,16.0
openpgpjs,2017-12-01,18.125
openpgpjs,2018-01-01,51.57142857142857
openpgpjs,2018-02-01,89.0
openpgpjs,2018-03-01,58.625
openpgpjs,2018-04-01,69.5
openpgpjs,2018-05-01,39.09090909090909
openpgpjs,2018-06-01,28.142857142857142
openpgpjs,2018-07-01,38.57142857142857
openpgpjs,2018-08-01,11.5
openpgpjs,2018-09-01,14.6
openpgpjs,2018-10-01,16.4
openpgpjs,2018-11-01,12.9
openpgpjs,2018-12-01,22.142857142857142
openpgpjs,2019-01-01,28.11764705882353
openpgpjs,2019-02-01,25.285714285714285
openpgpjs,2019-03-01,6.0
openpgpjs,2019-04-01,5.25
openpgpjs,2019-05-01,26.25
openpgpjs,2019-06-01,11.714285714285714
openpgpjs,2019-07-01,4.428571428571429
openpgpjs,2019-08-01,17.5
openpgpjs,2019-09-01,10.666666666666666
openpgpjs,2019-10-01,9.166666666666666
openpgpjs,2019-11-01,77.85714285714286
openpgpjs,2019-12-01,17.5
openpgpjs,2020-01-01,21.875
openpgpjs,2020-02-01,42.0
openpgpjs,2020-03-01,5.6
openpgpjs,2020-04-01,37.25
openpgpjs,2020-05-01,45.2
openpgpjs,2020-06-01,22.5
openpgpjs,2020-07-01,14.666666666666666
openpgpjs,2020-08-01,14.0
openpgpjs,2020-09-01,15.666666666666666
openpgpjs,2020-10-01,1.0
openpgpjs,2020-11-01,13.5
openpgpjs,2020-12-01,18.25
openpgpjs,2021-01-01,25.5
openpgpjs,2021-02-01,115.5
openpgpjs,2021-03-01,84.8
openpgpjs,2021-04-01,24.0
openpgpjs,2021-05-01,27.8
openpgpjs,2021-06-01,35.75
openpgpjs,2021-07-01,21.571428571428573
openpgpjs,2021-08-01,55.0
openpgpjs,2021-09-01,23.666666666666668
openpgpjs,2021-10-01,49.8
openpgpjs,2021-11-01,32.6
openpgpjs,2021-12-01,14.555555555555555
openpgpjs,2022-01-01,38.8
openpgpjs,2022-02-01,10.8
openpgpjs,2022-03-01,50.0
openpgpjs,2022-05-01,10.333333333333334
openpgpjs,2022-06-01,23.0
openpgpjs,2022-07-01,2.0
openpgpjs,2022-08-01,29.8
openpgpjs,2022-09-01,10.0
openpgpjs,2022-10-01,2.75
openpgpjs,2022-11-01,6.666666666666667
openpgpjs,2022-12-01,293.0
openpgpjs,2023-01-01,57.166666666666664
openpgpjs,2023-02-01,61.0
openpgpjs,2023-03-01,51.25
openpgpjs,2023-04-01,28.88888888888889
openpgpjs,2023-05-01,39.142857142857146
openpgpjs,2023-06-01,16.0
openpgpjs,2023-07-01,17.333333333333332
openpgpjs,2023-08-01,38.25
openpgpjs,2023-09-01,37.285714285714285
openpgpjs,2023-10-01,26.8
openpgpjs,2023-11-01,19.0
openpgpjs,2023-12-01,53.0
openpgpjs,2024-01-01,29.0
openpgpjs,2024-02-01,70.0
openpgpjs,2024-03-01,24.0
pendulum-project,2020-02-01,2.0
pendulum-project,2022-01-01,30.75
pendulum-project,2022-02-01,32.75
pendulum-project,2022-03-01,34.0
pendulum-project,2022-04-01,121.0
pendulum-project,2022-05-01,71.3
pendulum-project,2022-06-01,92.66666666666667
pendulum-project,2022-07-01,61.333333333333336
pendulum-project,2022-08-01,65.33333333333333
pendulum-project,2022-09-01,51.25
pendulum-project,2022-10-01,52.7
pendulum-project,2022-11-01,72.88888888888889
pendulum-project,2022-12-01,56.714285714285715
pendulum-project,2023-01-01,51.18181818181818
pendulum-project,2023-02-01,68.45454545454545
pendulum-project,2023-03-01,92.8
pendulum-project,2023-04-01,38.75
pendulum-project,2023-05-01,53.44444444444444
pendulum-project,2023-06-01,46.0
pendulum-project,2023-07-01,74.55555555555556
pendulum-project,2023-08-01,93.7
pendulum-project,2023-09-01,153.0
pendulum-project,2023-10-01,31.4
pendulum-project,2023-11-01,85.6
pendulum-project,2023-12-01,22.071428571428573
pendulum-project,2024-01-01,47.5
pendulum-project,2024-02-01,45.0
pendulum-project,2024-03-01,20.428571428571427
pendulum-project,2024-04-01,11.0
php,2012-01-01,227.92307692307693
php,2012-02-01,73.51351351351352
php,2012-03-01,82.34042553191489
php,2012-04-01,79.04166666666667
php,2012-05-01,65.2394366197183
php,2012-06-01,67.27692307692308
php,2012-07-01,60.59375
php,2012-08-01,56.86486486486486
php,2012-09-01,49.74666666666667
php,2012-10-01,142.0
php,2012-11-01,60.353846153846156
php,2012-12-01,64.109375
php,2013-01-01,180.67567567567568
php,2013-02-01,67.38571428571429
php,2013-03-01,68.43835616438356
php,2013-04-01,41.546875
php,2013-05-01,62.0
php,2013-06-01,62.896103896103895
php,2013-07-01,99.49295774647888
php,2013-08-01,70.44642857142857
php,2013-09-01,52.42857142857143
php,2013-10-01,42.36986301369863
php,2013-11-01,136.15384615384616
php,2013-12-01,115.5
php,2014-01-01,113.54285714285714
php,2014-02-01,80.92307692307692
php,2014-03-01,75.55555555555556
php,2014-04-01,76.61194029850746
php,2014-05-01,52.47435897435897
php,2014-06-01,80.453125
php,2014-07-01,61.0
php,2014-08-01,127.9090909090909
php,2014-09-01,157.75
php,2014-10-01,74.8923076923077
php,2014-11-01,53.92063492063492
php,2014-12-01,101.40277777777777
php,2015-01-01,150.57692307692307
php,2015-02-01,69.12658227848101
php,2015-03-01,94.87341772151899
php,2015-04-01,79.5072463768116
php,2015-05-01,86.06849315068493
php,2015-06-01,57.214285714285715
php,2015-07-01,73.54237288135593
php,2015-08-01,46.388888888888886
php,2015-09-01,35.617283950617285
php,2015-10-01,35.20987654320987
php,2015-11-01,46.11864406779661
php,2015-12-01,136.52307692307693
php,2016-01-01,107.72307692307692
php,2016-02-01,44.24590163934426
php,2016-03-01,47.53225806451613
php,2016-04-01,43.73134328358209
php,2016-05-01,32.57377049180328
php,2016-06-01,56.4375
php,2016-07-01,58.54794520547945
php,2016-08-01,51.114285714285714
php,2016-09-01,79.47457627118644
php,2016-10-01,88.11666666666666
php,2016-11-01,94.68493150684931
php,2016-12-01,45.922077922077925
php,2017-01-01,142.3768115942029
php,2017-02-01,32.45
php,2017-03-01,34.904761904761905
php,2017-04-01,31.366197183098592
php,2017-05-01,27.8135593220339
php,2017-06-01,22.78082191780822
php,2017-07-01,50.98701298701299
php,2017-08-01,50.58064516129032
php,2017-09-01,94.62711864406779
php,2017-10-01,62.72463768115942
php,2017-11-01,39.51898734177215
php,2017-12-01,62.80701754385965
php,2018-01-01,221.7962962962963
php,2018-02-01,191.84848484848484
php,2018-03-01,76.54838709677419
php,2018-04-01,80.60377358490567
php,2018-05-01,63.05
php,2018-06-01,65.50877192982456
php,2018-07-01,94.62711864406779
php,2018-08-01,52.40350877192982
php,2018-09-01,289.0
php,2018-10-01,1485.8620689655172
php,2018-11-01,88.22641509433963
php,2018-12-01,67.32692307692308
php,2019-01-01,167.80357142857142
php,2019-02-01,125.11428571428571
php,2019-03-01,165.66197183098592
php,2019-04-01,62.08695652173913
php,2019-05-01,107.94444444444444
php,2019-06-01,82.625
php,2019-07-01,85.69642857142857
php,2019-08-01,46.072463768115945
php,2019-09-01,125.29310344827586
php,2019-10-01,82.06896551724138
php,2019-11-01,175.88
php,2019-12-01,83.26415094339623
php,2020-01-01,138.30357142857142
php,2020-02-01,309.7083333333333
php,2020-03-01,97.88636363636364
php,2020-04-01,125.5
php,2020-05-01,119.92307692307692
php,2020-06-01,159.5090909090909
php,2020-07-01,105.94642857142857
php,2020-08-01,132.63636363636363
php,2020-09-01,259.73846153846154
php,2020-10-01,152.27659574468086
php,2020-11-01,220.74285714285713
php,2020-12-01,138.53846153846155
php,2021-01-01,268.08988764044943
php,2021-02-01,107.51351351351352
php,2021-03-01,68.97368421052632
php,2021-04-01,111.68316831683168
php,2021-05-01,176.8
php,2021-06-01,190.9418604651163
php,2021-07-01,90.30666666666667
php,2021-08-01,67.76404494382022
php,2021-09-01,90.40229885057471
php,2021-10-01,188.48837209302326
php,2021-11-01,108.43434343434343
php,2021-12-01,47.19101123595506
php,2022-01-01,31.82191780821918
php,2022-02-01,17.396825396825395
php,2022-03-01,34.204819277108435
php,2022-04-01,39.945945945945944
php,2022-05-01,33.61643835616438
php,2022-06-01,36.13414634146341
php,2022-07-01,37.95049504950495
php,2022-08-01,38.2093023255814
php,2022-09-01,38.01282051282051
php,2022-10-01,41.7375
php,2022-11-01,41.705128205128204
php,2022-12-01,161.38888888888889
php,2023-01-01,62.73529411764706
php,2023-02-01,37.835443037974684
php,2023-03-01,51.729729729729726
php,2023-04-01,203.69117647058823
php,2023-05-01,21.906976744186046
php,2023-06-01,28.833333333333332
php,2023-07-01,76.92592592592592
php,2023-08-01,47.645833333333336
php,2023-09-01,52.42666666666667
php,2023-10-01,139.81914893617022
php,2023-11-01,101.0632911392405
php,2023-12-01,57.869565217391305
php,2024-01-01,77.07142857142857
php,2024-02-01,57.932432432432435
php,2024-03-01,46.74242424242424
php,2024-04-01,21.0
prefix-dev,2019-07-01,2.0
prefix-dev,2020-02-01,26.0
prefix-dev,2020-04-01,3.3333333333333335
prefix-dev,2020-05-01,3.479591836734694
prefix-dev,2020-06-01,3.422680412371134
prefix-dev,2020-07-01,3.434108527131783
prefix-dev,2020-08-01,7.513513513513513
prefix-dev,2020-09-01,4.841463414634147
prefix-dev,2020-10-01,6.287128712871287
prefix-dev,2020-11-01,5.121951219512195
prefix-dev,2020-12-01,7.862068965517241
prefix-dev,2021-01-01,13.241379310344827
prefix-dev,2021-02-01,18.8375
prefix-dev,2021-03-01,124.32142857142857
prefix-dev,2021-04-01,43.7375
prefix-dev,2021-05-01,22.06015037593985
prefix-dev,2021-06-01,27.515151515151516
prefix-dev,2021-07-01,53.13013698630137
prefix-dev,2021-08-01,62.11206896551724
prefix-dev,2021-09-01,51.57627118644068
prefix-dev,2021-10-01,64.20134228187919
prefix-dev,2021-11-01,53.01459854014598
prefix-dev,2021-12-01,59.41538461538462
prefix-dev,2022-01-01,88.59375
prefix-dev,2022-02-01,114.38888888888889
prefix-dev,2022-03-01,123.17857142857143
prefix-dev,2022-04-01,54.71774193548387
prefix-dev,2022-05-01,50.74251497005988
prefix-dev,2022-06-01,43.39354838709677
prefix-dev,2022-07-01,48.558282208588956
prefix-dev,2022-08-01,127.32446808510639
prefix-dev,2022-09-01,61.423469387755105
prefix-dev,2022-10-01,72.77294685990339
prefix-dev,2022-11-01,42.95959595959596
prefix-dev,2022-12-01,33.377450980392155
prefix-dev,2023-01-01,28.99537037037037
prefix-dev,2023-02-01,30.820833333333333
prefix-dev,2023-03-01,29.680701754385964
prefix-dev,2023-04-01,26.18815331010453
prefix-dev,2023-05-01,46.23571428571429
prefix-dev,2023-06-01,24.28965517241379
prefix-dev,2023-07-01,24.290657439446367
prefix-dev,2023-08-01,39.83282674772037
prefix-dev,2023-09-01,24.185410334346503
prefix-dev,2023-10-01,24.474926253687315
prefix-dev,2023-11-01,34.15426997245179
prefix-dev,2023-12-01,25.88515406162465
prefix-dev,2024-01-01,32.53944020356234
prefix-dev,2024-02-01,33.37465564738292
prefix-dev,2024-03-01,41.107438016528924
