issue_month,average_closure_days,org_name
2012-01-01,97.58958087076438,apache
2012-02-01,139.20930691107773,apache
2012-03-01,176.11277236409796,apache
2012-04-01,156.95604585006694,apache
2012-05-01,172.6400198600589,apache
2012-06-01,94.34690141908213,apache
2012-07-01,80.79073215352449,apache
2012-08-01,63.0482712795627,apache
2012-09-01,96.16262383135563,apache
2012-10-01,142.47607599875155,apache
2012-11-01,146.97037606972503,apache
2012-12-01,65.97647156084656,apache
2013-01-01,170.7313048094582,apache
2013-02-01,182.1518614130435,apache
2013-03-01,127.92293013649426,apache
2013-04-01,98.68734447337962,apache
2013-05-01,85.5055966865626,apache
2013-06-01,158.42437513458225,apache
2013-07-01,246.05909687672747,apache
2013-08-01,75.09624048571877,apache
2013-09-01,101.86158078509182,apache
2013-10-01,138.4183260066259,apache
2013-11-01,165.55668462132004,apache
2013-12-01,173.45542644757433,apache
2014-01-01,158.2765161039272,apache
2014-02-01,263.1962256227466,apache
2014-03-01,201.9555697820216,apache
2014-04-01,235.62619437429854,apache
2014-05-01,183.29279701356285,apache
2014-06-01,154.33855702732052,apache
2014-07-01,116.76507255634172,apache
2014-08-01,164.35372581254725,apache
2014-09-01,104.38079776855399,apache
2014-10-01,99.26909513888889,apache
2014-11-01,56.27698699477486,apache
2014-12-01,86.36654117933723,apache
2015-01-01,100.27775845654122,apache
2015-02-01,154.31941454061356,apache
2015-03-01,161.95135309894766,apache
2015-04-01,43.267446123733365,apache
2015-05-01,225.4344450568293,apache
2015-06-01,209.6123101233819,apache
2015-07-01,290.80153403973884,apache
2015-08-01,334.0630102584599,apache
2015-09-01,233.74968947328475,apache
2015-10-01,218.7091373362692,apache
2015-11-01,210.3627577954048,apache
2015-12-01,171.3815636278251,apache
2016-01-01,246.45995418874438,apache
2016-02-01,256.12321249769286,apache
2016-03-01,215.94811007185837,apache
2016-04-01,241.39897215579265,apache
2016-05-01,268.87178035663015,apache
2016-06-01,186.1399226390893,apache
2016-07-01,239.15855870146615,apache
2016-08-01,223.56530811962014,apache
2016-09-01,249.0165692138387,apache
2016-10-01,263.9400246450261,apache
2016-11-01,203.87427708668122,apache
2016-12-01,242.02056397508352,apache
2017-01-01,235.90064418411296,apache
2017-02-01,208.5070777466869,apache
2017-03-01,263.1673005789588,apache
2017-04-01,231.1777473657495,apache
2017-05-01,206.82959328505856,apache
2017-06-01,209.94208356229623,apache
2017-07-01,204.86098569635536,apache
2017-08-01,267.30046896543524,apache
2017-09-01,211.9358271302348,apache
2017-10-01,209.29498005737457,apache
2017-11-01,244.92537549547876,apache
2017-12-01,224.52636743686548,apache
2018-01-01,200.5941849960369,apache
2018-02-01,216.28117075509178,apache
2018-03-01,206.3516517847236,apache
2018-04-01,205.80219459000074,apache
2018-05-01,217.34790285145888,apache
2018-06-01,208.1245670122888,apache
2018-07-01,203.45203491229046,apache
2018-08-01,199.39603937751198,apache
2018-09-01,183.21057699372759,apache
2018-10-01,173.36830620088966,apache
2018-11-01,183.61911876360088,apache
2018-12-01,173.60645099556774,apache
2019-01-01,167.9054548557278,apache
2019-02-01,172.02619558709438,apache
2019-03-01,164.35759084250313,apache
2019-04-01,167.26624674778083,apache
2019-05-01,169.6452126020983,apache
2019-06-01,153.49101048376275,apache
2019-07-01,150.8494715223712,apache
2019-08-01,148.64077360726824,apache
2019-09-01,159.46373842055513,apache
2019-10-01,161.84481575325324,apache
2019-11-01,144.42815601077106,apache
2019-12-01,158.90280526751775,apache
2020-01-01,144.13124794794166,apache
2020-02-01,170.5693609496977,apache
2020-03-01,161.08986225383293,apache
2020-04-01,153.88703297035048,apache
2020-05-01,178.45109018233106,apache
2020-06-01,148.80881912728535,apache
2020-07-01,147.1607267399835,apache
2020-08-01,148.95628435373425,apache
2020-09-01,143.3158595531478,apache
2020-10-01,133.80000107211472,apache
2020-11-01,128.26063894552044,apache
2020-12-01,123.22287960012066,apache
2021-01-01,127.86543592065588,apache
2021-02-01,100.65127857927692,apache
2021-03-01,142.33683705241518,apache
2021-04-01,148.2122774730991,apache
2021-05-01,122.7800238366661,apache
2021-06-01,125.89461759574087,apache
2021-07-01,94.5997202734443,apache
2021-08-01,117.90817358348609,apache
2021-09-01,103.20426810932612,apache
2021-10-01,103.34628982949766,apache
2021-11-01,90.95259761036762,apache
2021-12-01,92.21995628911158,apache
2022-01-01,86.12939219454981,apache
2022-02-01,85.36910639044943,apache
2022-03-01,74.21943514344075,apache
2022-04-01,86.26390563071104,apache
2022-05-01,72.95939886772405,apache
2022-06-01,93.54221835731873,apache
2022-07-01,68.02727446528269,apache
2022-08-01,62.8133080159044,apache
2022-09-01,59.01605006232194,apache
2022-10-01,57.91558420249752,apache
2022-11-01,55.956556282455686,apache
2022-12-01,52.270070352419594,apache
2023-01-01,53.59986544633382,apache
2023-02-01,58.27145646926499,apache
2023-03-01,55.069111964166694,apache
2023-04-01,46.88047115666045,apache
2023-05-01,40.212617675563365,apache
2023-06-01,38.74467384712285,apache
2023-07-01,38.2634653620321,apache
2023-08-01,44.73280691020829,apache
2023-09-01,32.90268784952529,apache
2023-10-01,27.493783812469676,apache
2023-11-01,23.32778240472512,apache
2023-12-01,18.10951456695542,apache
2024-01-01,15.673307344416449,apache
2024-02-01,11.204458718929821,apache
2024-03-01,6.7845411386099155,apache
2024-04-01,2.7910918508287295,apache
2015-02-01,8.917233796296296,curl
2015-03-01,5.868924220272905,curl
2015-04-01,21.206796048280424,curl
2015-05-01,14.050021862139918,curl
2015-06-01,7.232677228009259,curl
2015-07-01,30.567708333333332,curl
2015-08-01,61.40134606481482,curl
2015-09-01,28.651561259920634,curl
2015-10-01,25.014411111111112,curl
2015-11-01,34.48087522045856,curl
2015-12-01,10.616466315453385,curl
2016-01-01,27.431280864197532,curl
2016-02-01,16.668832626028806,curl
2016-03-01,18.012828228869896,curl
2016-04-01,25.949944355413106,curl
2016-05-01,19.450721856725146,curl
2016-06-01,122.34707258597884,curl
2016-07-01,59.092327395330116,curl
2016-08-01,39.58708796296296,curl
2016-09-01,48.68740651709402,curl
2016-10-01,31.765637771392083,curl
2016-11-01,37.82092862654321,curl
2016-12-01,32.45271074459877,curl
2017-01-01,52.23208767361111,curl
2017-02-01,101.20875359195402,curl
2017-03-01,33.62070965608466,curl
2017-04-01,94.0659412202381,curl
2017-05-01,29.354867073512906,curl
